"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"masonsaul","3 June 2023","From its very first opening moments, Spider-Man: Across the Spider-Verse is an undeniable work of art. A bigger, bolder sequel that's not afraid to take its time with its character's growth and truly understands the character. Exploring in extremely meta, reality bending fashion the true burden of being Spider-Man.Shameik Moore is once again perfect, he's able to portray how Miles has grown since the first film effortlessly and remains loveable. Hailee Steinfeld is even better than last time with the best arc of the film, its just as much her film as it is Miles. Jason Schwartzman is great as the Spot, able go from being a joke to a genuine threat in really convincing fashion.Out of the new Spider-people, Oscar Isaac brings a palpable anger to Miguel O'Hara that conveys the burden he has and the lengths he'll go to and Daniel Kaluuya is the best new addition as Hobie, an unashamedly British character with the strongest moral compass and never betrays it, making him an easy favourite.In the years since the original came out, a fair few films have clearly been inspired by its animation and put their own spin on it but directors Joaquim Dos Santos, Justin K. Thompson and Kemp Powers do an excellent job of reminding you nothing can compete with Spider-verse. Its the literal definition of every frame a painting and every new dimension is so vibrant and unique.The soundtrack and score by Daniel Pemberton remain highlights, maintaining a strong balance between the two but Pemberton has really outdone himself with this score. It brings back all the themes that were so unique and memorable whilst adding new ones that are equally strong, if not better.","10/10"
"masterarcan","31 May 2023","Not only they canonize Broly, giving him a better backstory than the old movie, they did so much more.The first part of the movie is set on planet Vegeta shortly before its destruction at the hands of Frieza, explaining the origins of Broly, also introducing, for the first time in a canonical way, King Vegeta, Bardock and his wife, making us quite an idea to what kind of characters they actually were. The second part, on the other hand, is set on Earth, roughly after the tournament of power, we'll see an enormously extended amount of fight scenes, where Gogeta will also make an appearance, finally becoming canon.The animation is really smooth and dynamic, best seen in a Dragon Ball movie, this time the 3D animation is well done.Personally, the best Dragon Ball movie so far.","9/10"
"mastiff-man","22 February 2023","All I have to say is rotten tomatoes gave this the same score as eternals(47%) and this is hands down much more entertaining than that crappy movie. Is this the best marvel movie ever? No. But is definitely a good popcorn movie, has great graphics and is a blast to watch In the theatres. Majors as Kang is great, MODOK IS A FUN character as well. This film brings real eye candy to viewers and I can guarantee any fan of The MCU is gonna like this movie. We need to stop being so critical of these movies as they are made strictly to be entertaining and this movie succeeds in that in every way. No as funny as previous ant man's but still has some funny moments.","7/10"
"matej-trkanjec-133-920386","26 April 2019","There have been few movies in history that created this kind of hype - a sociological and emotional mass hysteria that covered the globe. An expectation that surpassed all others, an ending that everyone was expecting yet caught everyone by surprise, shock and awe. Endgame had a lot of expectations to fulfill, and it surpassed them all... light years from what was expected.Never has a year passed so quickly and with so much hype. The end days before the premiere were filled with nothing but expectation, fingernail biting and prolonged stages of sleep deprivation and theory development. If one was being scrubbed by one's boss - it didn't matter - Endgame is in a couple of days... if one was ill, one got better on the day of the premiere. Endgame had an effect that was so much more than a movie. It was an event of a generation, an ending to a decade long story and the finalization of all the character's arks. And yet, it had to be a sequel worthy of Infinity war. How was this possible to achieve all that in a single movie?1) The story. Unlike Infinity war which was much more a character driven movie (especially Thanos and the gang on Titan) Endgame is a story driven movie. The entire movie is split in three segments: a) the beginning; b) the middle; c) the endgame. The beginning is a bit rushed, uneasy on the casual viewer, expecting too much from the audience to follow in one moment. But then, it slows down, takes it's time with a realization that these characters are at their end and the story converges into a goodbye of sorts from their most important counterparts and their most important segments from the last ten years. This is Endgame's most triumphant segment - the realization of the magnitude of its characters and their meaning in the end - their own humanity and importance that they have for the viewers. However, Endgame holds its most powerful aspects 'til the very end. The climactic battle with Thanos and his army (again) is one that can easily rival Lord of the Rings or the Hobbit or Kingdom of Heaven etc. But, the magnitude of the battle and the number of heroes involved makes the endgame battle so powerful and overwhelming that it leaves the viewer in a perpetual state of adrenaline fulled with hype from start to finish. It is almost impossible to keep track of where all of them are and what they are doing but that is the best part - all of them are completely involved with everything they got - whatever it takes. Even the all-girl battle segment is entertaining and shows how much Marvel respects all of its characters no mater how small their role in any movie was. Up until the end, when Endgame shows it's true colors as Infinity war's successor, when it emotionally destroys almost everyone watching the movie. The final demise is the perfect and flawless ending for one of cinema's most recognizable and lovable heroes. The difficulty of his demise is, at this point, unprecedented. Endgame builds itself all the way up to a spectacular and unforgettable climax that resolves itself in just the perfect and (un)wanted way - perfection.2) The acting. Closely connected to the story are the actors that live the characters they are playing. There is no more acting with these people, the literally are those character down to their very core, and we have lived with them. Though better or worse, through all the trials and errors, thought all the sorrow and pain up until the end, when all of their strength combined (not only as characters but as actors and as people) they gave us an end worthy of legends. An ending that should be studied in movie history books and taught as a principle of movie making. The original Avengers, the ones that made comic book heroes real and important, are the ones that will be remembered after this movie. And they should be regarded as the heroes they have played. What hurts the most is the fact that these people really have feelings for each other and in their goodbyes and tears one really feels sorrow and pain. The soul stone segment and the phone call segment are perfect examples of these segments. But the love that bursts from the screen at the: ""You rest now"" scene
and the tears that flow afterwards are not acting. These kind of emotions do not psychologically constitute as acting - they are real and they are powerful. Because of their connection in such a way do the viewers feel and connect so deeply with some of their demises.3) The direction. To keep such a mastodon of a movie at bay and in such a coherent way is truly masterful. The Russo's directed the movie so that three hours feels more like an hour and a half (maybe the quantum theory is true after all). With so much to be told, and to be told with such respect, no ordinary director could have made this the way they did. It is also important to remember that they have directed MCU's finest movies - The Winter Soldier, Civil War, Infinity War, so they have more than enough practice. Henceforth, their balance of character driven story arks and finishing a ten year old story really makes one wonder how such perfection was achieved. Even though the first 20 minutes of the movie feels a bit too rushed with editing being a bit rigorous, the rest of the movie feels incredibly easy and fluent.4) The music. Silvestry actually did not make two soundtracks but used all the important tunes and themes used so far and combined them into something new and powerful. The start of the Endgame battle music feels and sounds like adrenaline being injected right into ones spine, while the eulogy of the godfather of the MCU sound and feels so emotional and powerful that in comparison to the strength felt merely seconds before creates an emotional burst in the viewers unprecedented in modern cinema.All in all, this is a near perfect movie. A flawless, emotional, powerful ride from start to finish. It is unlike anything one has ever seen or felt while watching a movie. Endgame was, is, and always will be one of the best movies ever made. It will remain in movie history as the most important ending to a story and characters beloved by millions. One does not see Endgame, one feels it, breathes it and lives with it. A long, long time will pass before anyone ever makes something even remotely close to the perfection that is Endgame.","8/10"
"matejkaarnost","3 September 2023","I am puzzled why they must put so much action and fights into the movie. It's many times forced and too long and unlikely to happen. First 20 minutes in past are quite ok, classic Nazi point and retrieval of artifacts. Then it goes all down. I would not say it is worse than fourth Indiana Jones, for sure it at least doesn't have Shia LaBeouf, but Helena is not the best character either.Story has its good places and premise, just some dialogues are very simple and dumb. Obviously, they tried to reuse some of successful things from previous movies like having a kid as ""sidekick"" but would not take it as great addition. Ending last 30min is quite stupid. Not to spoil anything, but having a plane and fly so low that it can be hit by catapult and stay in such a hight for whole time is more than idiotic.It's a pity they do not recreate to movie something like Indiana Jones and fate of Atlantis, which is way better story.6/10 just from nostalgia.","7/10"
"Mateo-EGC","22 April 2022","What all the fans were asking for.The return of Bardock together with a 90s style animation was a perfect combination. The battles were incredible, with never-before-seen styles and hair-raising soundtracks. Seeing it in the cinema makes it even more incredible.The best Dragon Ball movie so far.","10/10"
"matheusgarces","18 February 2023","Some people will say that Kang is too weak, and that's true (that's a bad part), however, we must remember that only 2 years from now that Kang dynasty will be released, for sure the character Kang will become much stronger. Having said that the film is adventure but not silly, it has jokes as expected from Ant Man, this is not a problem, also Spider man makes jokes and it is not a problem. Kang's story with Jannet is pretty good (one of the best parts of the movie). Jonathan majors acts perfectly. *The film has two post credits scenes in the first one several Kang's appear including Ramatut. In the second scene we have a scene from season 2 of Loki with a version of Kang in the past.","6/10"
"matris1","3 June 2023","The good: This is a gorgeous and competently made film. With every scene / direction / frame constructed meticulously and it shows. It pushes the boundaries of animated movies and does it with style. The voice acting is good. The movie respects and pays homage to spider-man lore whilst offering something fresh (hard to pull off). Almost all the side characters feel real and fleshed out - even those with minimal screen time.The bad: It's most definitely a middle chapter and the film suffers for it. The movie is long, the pacing suffers, and scenes feel drawn out - which makes sense when you understand it's not trying to reach the end. The movie 'finishes' literally in the middle of a plot beat - when it didn't need to. Empire Strikes Back has shown us how it's done. It feels like pure marketing/money making tactics. A shame.Should you watch it: If you like Into the Spider-Verse - most definitely. The film pays homage to spider-man (both on and off screen) while offering something new. It's also just a brilliantly made animated film. Highly recommended.","7/10"
"matrixltu","5 February 2021","I don't know why people gave it 10 points. It's a very weak movie once the real action begins on earth. Goku and Vegeta feels very weak. Broly, who only fought bugs and big cats his whole life, is super strong in his normal form, while Goku and Vegeta, who fought the best fighters in whole universe - have big problems even in blue form. Whaaaat? The pace of the poweruping is absolutely unrealistic. It's like the writers skipped 20 episodes and fast-forwarded everything and copy-pasted small bits in-between. Even dialogues were worse than in db-gt during the whole fight. This movie is fun to watch and very well made the first 50 minutes or so and then it turned to utter mess. Nothing made sense. Motivations, powers, pacing, character thought process - very disjointed and childlishly made.
Animations were awesome though. Love the old-school look.","1/10"
"matt_zilla-00996","18 February 2023","After reading some of the reviews, I have to say, I went into the theater with low expectations, but this really delivered and then some, IMO. I'm not sure where all the hate is coming from, especially with people saying the graphics were bad, or that Marvel is only doing ""quantity over quality"" right now, which couldn't be further from reality - people are just complaining to complain.The story line was slow in the beginning, but the rest of the movie was great. This wound up being a great introduction to Kang, and some of the graphics were very captivating. I couldn't be more excited for the upcoming Marvel releases, especially the next phase of Avenger's.","5/10"
"mattgardner-30853","18 January 2024","What a boring film, lacks any excitement, its also depressing to see such an old and depressed Indiana, he just looks like a grumpy harrison Ford from real life. Never go back as they say.This type of film should have stayed in the 80s. I love the originals, they were great for their time. So flogging a dead horse and make new stuff disney.Same old same old. Vague back story, reluctant hero, traveling from country to country, death defying situations, caves, sea and slimy creatures. One min he's an old man who can barely walk, next min he's jumping, punching and swinging from ropes.The lead female is a bad choice for the role, acting is fine but she's just not right for the role, it needed a different acting style and looks to pull off what is essentially an unlikeable chatacter. Personally I find her a bit awkward to watch and don't get the fuss.Didn't like the kid much, he also reminds me of ""One Peice"" to much.He got 25 million for this and you can see he just did it for the money, who wouldn't to be fair. Please make sure no more are made, not even with a new lead, just let the story die with some dignity if that's possible.Honestly it was a struggle to sit through this, wanted to turn off half way through.It's all been done before, even the tomb raider franchise did it better than this.To summarise, give it a miss and watch something else, you will thank me.It's exceptionally boring and has absolutely nothing new to offer.One for hard-core fans at most.","7/10"
"matthewheneghan","4 February 2024","This film grapples with self identity originating from its initial frame. In the opening sequences of the movie the pacing attempts to have you believe that this film will be a broody Statham slaughter extravaganza, in line with others of his repertoire.However, the film soon falls victim to juvenile expositions and shallow, one dimensional characters. Perhaps the worst of them being a brash, young FBI agent Verona Parker. Each time she was featured on screen I couldn't help but feel that the dialogue was penned by high-school students working on a group project.The action sequences are passable, yet nothing inspired or memorable.Overall this movie fails to live up to its fun, adrenaline fuelled thrill-ride its marketed to be.The beekeeper fails to deliver any sweet nuance of action packed fun. For me, this movie is a hard pass. Maybe wait for streaming if you're eager to watch this movie.","7/10"
"matthewleighton","25 July 2020","This film is outstanding the best in the trilogy, planet of the apes is the best trilogy in history these film are incredible. But this film is the best of the 3, its a sad, intense, powerful and so much more. Definitely should watch this film (watch Rise, and Dawn first to help understand ceasar's journey and how he survives) 10/10.","10/10"
"matthutsonmovie","26 February 2023","Ant-Man and the Wasp: Quantumania is the highly anticipated third installment in the Ant-Man series from Marvel Studios. Directed by Peyton Reed and starring Paul Rudd as Scott Lang/Ant-Man, the film delivers on the humor, action, and visual spectacle that fans have come to expect from the franchise. However it seems like the writers and directors are just mix mashing movies together such as Star Wars, referring to Mos Eisley Cantina scene and all of the various aliens you might encounter and other science fiction flicks which is not necessarily a bad thing but it doesn't leave much room for originality.The plot of the film centers around the discovery of a new quantum realm, which leads to a host of new challenges and adventures for the characters. Lang must team up once again with Hope van Dyne/The Wasp (Evangeline Lilly), Dr. Hank Pym (Michael Douglas), and his daughter Cassie (Kathryn Newton) to navigate this new realm and save the world from a new threat.One of the strengths of the film is its cast of characters. The chemistry between Rudd and Lilly is as strong as ever, and their banter provides many of the film's comedic highlights. Douglas also delivers a standout performance as the cantankerous Pym, Michelle Pfeiffer's reasons for hiding the truth from her family were not very well developed or reasoned, while Newton brings a fresh energy to the role of Cassie.The quantum realm sequences are visually stunning and provide a trippy and mind-bending experience for the audience. However the CGI seemed low quality in certain aspects where the suits of Ant-Man and the Wasp looks like they were not even really wearing them, you could totally tell that it was CGI. At certain points it look like the film was trying to be Avatar in terms of visuals yet did not stand up to the quality of it. A plus was the action scenes which were well choreographed and exciting, with the use of size-shifting abilities adding an extra layer of creativity to the fight scenes. The film is not without its flaws.The villain, played by Jonathan Majors, is a pretty badass guy and I felt like he was a good villain for this series yet he seemed quite similar to Thanos in terms of his goals. He has his reasons for doing what he wants to do and I feel like this character could be developed even further. As We Know Marvel is planning to expand on this character because The Kang Dynasty film should be coming to theaters in 2025.Overall, Ant-Man and the Wasp: Quantumania is a fun and entertaining addition to the Marvel Cinematic Universe. It delivers on the humor and action that fans have come to love, while also exploring new territory in the quantum realm. While not without its flaws, the film is a worthy addition to the franchise and is sure to leave audiences eagerly anticipating the next adventure of Ant-Man and the Wasp.","7/10"
"mattlewisnati","29 January 2020","The character animation style is amazing! The fights are intense! This movie will keep you captivated for exactly what it was made for, pure DB action and it excels at that.My only complaint is the character power levels.SS Vegeta should have been contested at Broly base. SS2 Vegeta contested at SS Broly. SSG Vegeta being dominant. SSB Vegeta being completely overpowering.SS Goku should have been contested at Broly base. SS2 Goku contested at SS Broly. SS3 Goku being dominant. SSG Goku being completely overpowering.Frieza base should have been contested and dominant with Broly base and SS Broly. Golden Frieza being completely overpowering.To downplay the battle history, experience and power gains of Vegeta, Goku and Frieza is just disrespectful to the whole franchise. And to compare him to the power of Beerus was also disrespectful. Using SSG and SSB for the sake of fan service was out of line. Even we know better.","10/10"
"mattpascoeiow","10 July 2019","A breathtaking experience. Marvel played it's top trump card and blew alway any competition from start to finish. The battle scene is simply one of the if not greatest pieces of cinema ever. But it kept on giving after this. Anyone who gives this film less than a 10 is selling it extremely short.","10/10"
"mattstone137","17 February 2023","Another season, another entry into the Marvel Cinematic Universe. Ant-Man and the Wasp: Quantumania is the thirty-first entry into the franchise and, like at least the last twelve before it, does nothing to renew or revitalize the cinematic behemoth's trite formula. Peyton Reed is back in the director's chair, enthusiastically kowtowing to the demands of producers and ensuring there is no detectable sense of style or personal touch.Quantumania plays like a cross between tediously scripted Saturday morning cartoon and embarrassingly generic Star Wars rip-off, evoking no sense of fun or wonder despite creative makeup, costuming, and digital landscapes. It's utterly disposable and completely forgettable, but the theater was full at 3:00 pm on a Thursday, so silver lining, it will line some cultural overlords' pockets with cash.The film follows Scott Lang and company as they're sucked into the quantum realm, a land of mind-bending vistas and infinite possibilities. As Lang discovers the secrets of the realm and tries to protect his daughter Cassie, a new threat rises. Kang the Conqueror, one of Marvel's most powerful villains, takes advantage of the newly available Pym Particles, enacting a savage plan to nebulously do something or another. The film also introduces M. O. D. O. K, immediately butchering his characterization and badassery.The MCU runs the gamut from inspired to miserably inept. Quantumania proudly slots into the center of the spectrum, not nearly as imaginative or well-crafted as Iron Man or Infinity War, but not as boring or portentous as Thor: The Dark World or Eternals. It squeezes so snugly into its predestined mediocrity that it's difficult to scrape up thoughts which haven't been said of any other MCU film from the last two years.The tone is still scatterbrained due to incessant quipping, the filmic craft is still laughably corporatized, the CGI is still creative and complex though horrendously fake-looking, the villain is still stripped of all complexity or intrigue, and the heroes are still indestructible paragons of status quo ubiquity.Specifically, Quantumania's story unfolds sluggishly before kicking into hyper-speed. There's hardly time for character introductions, let alone character growth. A few minutes' stretch sets up a story of trust, subversion, and calculation, but is quickly bolled over for an overplayed, gratingly uninspired rebellion angle. By the time our characters are situated in this strange new world, the final act has started, and quickly becomes a typically rote slog.None of the performances elevate the film, though Paul Rudd is eminently likeable and Michael Douglas plays up to the stupidity of the material, charismatically smartassing his way through the adventure. Kathryn Newton is charming enough, Michelle Pfeiffer lends legitimacy to the inanity, and Evangeline Lilly...doesn't really have much to do, honestly.Jonathan Majors is the disappointment of the cast, always just teetering on the verge of sobbing no matter the scene or context. Kang is an all-powerful force of destruction, but Majors plays him like he never left the set for The Last Black Man in San Francisco. He's a great actor, but not an intimidator - he may have added thirty extra pounds of muscle to transform into a daunting presence in Creed III, but he didn't here; all he has here is a cool-looking cloak.What else is there to extrapolate after thirty previous entries? For perspective, the Bond franchise has been running for sixty years and just recently celebrated the twenty-fifth entry into its franchise, and where Bond has reasonably shifted its values, identity, and presence throughout several decades, the MCU continuously doubles down on its commitment to assembly line productions.The true shame is that, despite the staggering volume of the genre over the last twenty years, its context and potential for alteration (fundamental or superficial) has hardly been mined. Imagine a three-hour sweeping superhero epic, a dusty superhero western, or a psychological horror of superpowered insanity, all of varying budgets, tones, moods, styles, and complexity.Take the thought further - hire legendary filmmakers like David Lynch, Paul Thomas Anderson, Darron Aronofsky, the Coen Brothers, David Fincher, or (your favorite filmmaker). Sure, not everyone would go for the idea, but those who do would surely produce something of staggering ingenuity and creativity; the inexhaustible subtext of a superpowered world could be explored for decades, and these production companies have limitless resources to explore it.All a pipedream. Rather than force their audiences to grow up, Marvel and DC eagerly cater to their infantilized, developmentally arrested fanbases, slapping together content like Chinese day laborers, desperate to keep the dopamine perpetually dripping. Guardians of the Galaxy 3 will be here soon, The Marvels soon after that.Writing this review was tedious enough; I cower to think of recording thoughts for MCU film number thirty-eight, number thirty-nine, forty, forty-one, onward and onward for eternity, until the Canadians invade, the dollar collapses, or The Living Tribunal is caught in a human trafficking scheme. Either way, blessed release.","8/10"
"MattWillow","14 July 2023","Went into this with pretty low expectations, which at least partly explains why I thought it was quite ok.Of course it had its share of problems. Started out with a digitally enhanced Indy taking on some nazis. Thought the cgi was pretty solid, although the lighting was deliberately low so it was harder to notice the flaws that were still there.The action scenes were fast paced in vintage Indiana Jones fashion. Harrison Ford weren't in most of them, which is understandable but still a shame. Speaking of Ford, at 80 he is still a forceful presence in every scene he's in. A true actor too rarely found these days.As fast paced as the action was, I still got the feeling I was watching a video game large portions of the film.Indys goddaughter sidekick was easily the worst thing about the entire movie. Totally annoying, none of the jokes landed and there was zero chemistry between her and Ford.Mads Mikkelsen was dependable as the adversary.It was good to see Jonathan Rhys-Davies and Karen Allen in a reunion of sorts. Still thought that the ending felt a bit cramped. Could have been done better, but this was ok. Maybe not price of admission ok, but a decent ride into the sunset.","6/10"
"maurodc","17 May 2019","Hello again everyone! It's been almost a month since thousands of Marvel fans (including myself) got to see the one and only Endgame for the very first time, without having a clue of what could possibly happen. And as with most of the people who already watched it...there are no words to describe how this amazingly crafted piece of superhero movie-making just...blew me away.I will start by giving its credit to the acting work of everyone. When we appreciate that, we can see that this isn't just another sci-fi flick where no one does exactly a great effort to make a remarkable performance. No. This is a movie that presents us a group of heroes that, after long years of saving the earth from any menace, are giving the last of themselves in order to give the planet one last shot. The performances made it all seem authentic and real.Now, the story. God. The story is many things. Sometimes it's funny, as any other of the previous movies from the MCU. But also it's deep, melancholic, tragic, and most of all, undeniably exciting.10/10. Probably most of the people that will read this had already watched it. But in case you haven't, you really, REALLY ought to do so. Probably during quite a few years, there will be no other film of the genre that can possibly make you feel all of the emotions that Avengers Endgame made the audiences feel, and made me feel. Don't miss it for anythingPeace!","5/10"
"maxmajorgaming","7 March 2023","Going in I had low expectations. Suffice to say, I enjoyed this movie. The plot was pretty good and had fun, unique ideas. Most of the jokes land and for once I didnt mind the marvel humor. There were some lines of dialogue that were a little 'cringe' and I think the ending should have been way different. Scott Lang didnt get sidelined as much, but I wish it was still focused on him, as he had to share the screen with four other protagonists. I think they did the story well, but it went from a darker tone to a more 'marvel tone' towards the end. Overall, better than most phase 4 projects, and a pretty decent start to phase 5, would recommend.","1/10"
"maxwellbourke","31 May 2023","Okay most movies don't have that great of a sequel but spider man across the spider verse isn't one of those. For. Started this movie had a great dose of action and humour and romance. One of the reasons why this movie works is that it has a whole universe to explore. And the characters are easy to love. And in this movie they explore Miles and Gwen relationship with each other. And Peter has MJ and a child. And all the characters they can have. There's so much references to The whole spider verse. And this movie lives up to the first one and it might be one of the best animated movie of all times.","10/10"
"MAYESY-44","1 September 2020","Absolutely brilliant from the MCU once you put everything together. It was initially painful having to wait a year after the end of infinity war but the film was brilliant. All the characters and different elements to the film. I could go on and on but 10/10 says enough.","3/10"
"MAYESY-44","26 May 2020","I thought the first hour and a half was a little slow but is needed for the story and the second hour and a half is some of the best cinema you will see. Some of the best spine tingling moments, including captain America With Thor's hammer, the moment Black Panther and others come back and when all the woman of the universe team up for a moment with Thanos. Also as Captain America is my favourite superhero the ending of his character was really fitting.","7/10"
"mayurgoyalmg","6 March 2019","Fusion is loving and the power levels in the movie are amazing","8/10"
"mbell-56214","3 February 2024","This is better than many recent Statham movies. It's a fun Saturday popcorn movie than puts no pressure on the brain, but entertains with buckets full of action. Statham does what he does best, keeping the dialogue to a minimum while doing his usual, I can beat anyone persona on full tilt.Is it a sensible movie, no. Is it fun to watch, yes.I do wonder how much longer Statham can keep making movie like this, been 56 years old. But I suspect this movie will be successful enough to spawn at least one more. And if it does I'll be there to watch it, what's not to love about a bit light weight action movie.","8/10"
"mbell-56214","4 May 2023","I really enjoyed the first Ant-man movie and thought the second one was OK, but this is simply very poor and seems in line with all the recent Marvel Universe movies. The script is pretty poor and even for someone quite happy to sit through a no brainer movie, this movie is just boring and lacking any original ideas. The Quantum universe that this is set in looks more like something from Star Wars. Paul Rudd's Ant-Man spends too much of the film totally uninterested until his daughter is in danger, so hardly what you expect from an Avenger. I don't know who is writing for Marvel at the moment, but I think Stan would be turning in his grave at how poor Phase 4 has been. It's got that bad that I'm actually dreading Guardians of the Galaxy.","8/10"
"mbell-56214","8 January 2024","Nothing that we haven't seen before in the Indiana Jones movies, but my god this one was badly done. The writing was average at best, but some of the CGI was so poor it looked like animation you were watching. I thought the previous one was bad, but it looks like a masterpiece compared to this one. Definitely in my top 5 for the worst movies of the year. I actually take satisfaction that this movie lost money, it might actually get across to the film studio that they can't keep chucking the same rubbish out time and time again unless that have a strong story and are willing to spend whatever is required on the CGI to actually make it look half decent.","6/10"
"mccall-bryan","9 August 2018","Just watched again on HBO and decided to take a look at the IMDB page. After reading a few of the 1 star reviews I see that the movie is the victim of a right wing smear campaign.","9/10"
"mdhumayonkabir","14 July 2019","Truely ..... Best.... Just want if Captain Marvel did not showed up...... Only that character make the film out of perfection.","9/10"
"mdyaser123","27 April 2019","This movie is everything that fans and viewers wanted it to be. It clearly shows that the makers have put their heart and soul into the movie instead of just making money out of the popularity.It is 3 hours long but never felt like it. The sequence of emotions in the movie is sad, cheer, laugh, cry and repeat.Watch it before it gets spoiled for you!!!","8/10"
"mecanik-1447","16 January 2024","This movie, 'The Beekeeper,' is precisely the kind of film the world desperately needs at this moment. In an age where scamming has become an unfortunate part of our daily lives, happening every day, every hour, every minute, this movie shines a much-needed spotlight on these deceitful practices. Its impactful narrative and compelling storytelling have the power to open eyes and potentially bring about a significant change. Hopefully, it will make more people aware, leading to these scammers finally going out of business. 'The Beekeeper' isn't just a film; it's a masterpiece that blends entertainment with a powerful message, a cinematic gem that could play a crucial role in changing societal perspectives and practices. A must-watch for anyone who believes in the power of cinema to inspire and effect real-world change.","10/10"
"meessmeltekop","27 February 2021","This has to be one of the best trilogy's made so far. I especially liked Dawn of the planet of the apes because it shows a lot of good things thematically in the franchise","10/10"
"meeza","25 November 2012","The Angular tales are back with another Ang Lee feature. Director Lee is never timid in taking on a wide array of genres when tackling on a movie. And in his latest ""Life of Pi"" he might have just discovered a new genre for motion pictures because Pi serves such themes as adventure, love, courage, man vs. beast, family, religion, regret, friendship, survival, and a few others all in one just movie. ""Life of Pi"" is the most beautiful looking picture of the year, and it will have its Pi I mean eye on the Oscar prize of many technical categories including Best cinematography, sound effects, editing, special effects, and art direction. By the way, the 3-D in this picture is used to its apex. The movie features our protagonist Pi Patel first as an adult telling his incredible teen tale to a journalist, and then it rewinds to flashback in the telling of his unforgettable adventure at sea. Pi's real name is Piscine, so you could imagine how much he was bullied at school due to his name. His father named him Piscine because of his love of pools; but come on bro, out of all the pool of names you could have named your son, why that one? To avoid future name harassment, Pi during his teens, decided to shorten out his name to Pi; an incredible scene in the movie shows Pi in a 3.14 craze demonstrating to his classmates how the Pi equation is calculated in order for them to comprehend that he is now a Pi not a Piscine. Pi's parents live in India and own a farm. When economic problems arise, Pi's father decides to move teen Pi and the family from India to Canada. His plan is to sell the farm (literally) in Canada. To do this, he must first take the family and the animals on a freight ship at sea to Canada. And that is when ""Life of Pi"" transposes itself to a mystical ""survival-at-sea"" flick. A brutal storm causes a shipwreck which Pi bravely survives. Consequently, he is stranded on a lifeboat with an orangutan, a zebra, a hyena, and a Bengal Tiger named Richard Parker. Yea, that happened to me also. Anyways, Director Lee carries the picture into a thrilling state of ""young man vs. beast"" for survival. And he brilliantly depicts the relationship between Pi and Richard Parker as the forefront on many of the film's messages about the aforementioned themes. Wait, I must take a break. My cat Douglas Simpson is hungry and I must feed him. OK, that's enough. David Magee's endearing screenplay also deserves an Oscar nod for its relative verbose within Lee's direction. And Ang is a shoe-in for a Best Director Oscar nomination, I must say. Another what should be a sure Oscar nomination is Newcomer Suri Sharma's mesmeric performance as the teen Pi. And Surily I can be serious! Veteran Indian actor Irrfan Khan was solid as the adult Pi, but the young Pi Sharma had the more tasty scenes for a thespian showcase. So without a doubt, on a scale from 1 to 4 (4 being excellent), ""Life of Pi"" is not a 4 but much better than a 3.14. ***** Excellent","9/10"
"mehran_kheiri","29 April 2019","My mom is very critical about movies she's not interested in most of them unless if one her favorite so called 'good looking' actors are in the film.
""I really really liked the movie, at first I thought 'oh god when is it gonna end so I can go to sleep' but I loved the movie and it was better than the previous one that you made me watch"" is the exact thing she told me so as you can see she's not a geeky die hard Avengers fan and we watched it at 1a.m. by the way and she really loves her sleep and the previous movie she was talking about was Infinity War.","8/10"
"meinhard","23 May 2018","Superhero movies CAN be great. Not this one. Only giving this movie an extra star because Robert Downey, Jr. is the only good thing in this movie. This movie is WAY overrated here on IMDb. Probably fine for Marvel fan-millennials, but if you have not seen all the other movies or are over 40, my advice is to sit this one out. No plot, overuse of CGI, etc. etc.","10/10"
"meissotruey","14 April 2023","Here is my stop. I'm 100% sick and tired of those terribly written and designed multiverse. Marvel Studios just made their final blow. The whole multiverse saga is beyond miserable, it is so much more than just disgusting nonsense, it is whole universe of crap! Every new character in MCU(usually it's kids( of Clint and Scott for example)) makes fun of real guys that we know from films before, while being totally brainless childish clowns, that just don't listen to anything. Multiverse saga i believe should extend the lore, make the whole story broader, but it just ended up being the most unbelievable senseless thing thay i've ever saw. P. S. Even before, i would say marvel got cool movies as an exception, big exception( like first Iron Man or Homecoming) but as for now it is literally worse than anyone could've imagined. It has the worst writing and lore of all possible. Skip this trash.","6/10"
"MellyMelfy","2 December 2019","They took your typical superhero fare and made it quite interesting. No spoilers, but seriously, who on the planet hasn't seen it yet. All the elements you'd expect were there, but I was more impressed with how they wrapped up the journey for these characters.","8/10"
"Memelord7142","31 January 2023","Dragon Ball Super: Broly is the best Dragon ball movie in my opinion the movie plot has blessed us fans with a first cannon appearance from universe 7's Legendary Super Saiyan Broly who has had 3 movies in Z but they were not cannon to the main story plus Gogeta who also wasn't cannon from Z is now in the main story the fight the menacing foe. From the art style to the perfectly animated fights dragon ball super broly has improved the fights they couldn't in the tv show and now feels more smoother than it was in the tv show. This movie is my favourite in the franchise and I have no reason to hate 10/10.","7/10"
"mendel-ivan","6 August 2022","The best Dragon Ball movie ever. The animation feels like old school and brand new at the same time. The story does an excellent work in bringing elements of the past and fixing the Broly story, finally making it canon.","8/10"
