"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Rayve777","6 April 2023","I've got to say that whoever edited the trailers did Chris Pratt dirty, he actually sounds pretty good in the movie. While he only really brings out the classic voice for a commercial gag in the beginning he replicates Martinet pretty well, and the New York accent he uses for the movie sounds good as well. Most of the cast does a pretty good job as well, with Jack Black obviously stealing the show, but Anya Taylor-Joy's performance was actually pretty disappointing as it felt pretty wooden. Seth Rogen was by far the worst though, he just sounds like himself, annoying laugh and all.The story was pretty standard but I really didn't mind it too much, with the comedy either actually being pretty funny or just cringe. There was way too much licensed music though, if they actually played the ""wake up in the morning feeling like P Diddy"" song it honestly wouldn't be too out of place.","
            8/10
            "
"Oopsilon0047","15 August 2023","A light fun filled movie with not much plot twists. A great watch if you want to chill and have some fun. I am not an OG gamer or such and didn't nolay Mario much. Also, I am not much familiar with most Nintendo games. Still the movie was a great experience. The animation and music is great. The Parkour, runs and karting are done well and it feels exciting to watch these moments. The story is pretty much simple story of bowser wanting peach and also to rule the world. The Mario brothers trying to make a living getting trapped in an alternate world with talking mushroom and other fictitious beings is a nice concept. All the characters that comes and all the kingdoms we see are also well written and animated which makes it a very good experience to watch.","
            7/10
            "
"El-Kapitoshka","5 April 2023","After re-watching this its clear this is just a fun movie without all of the normal preachy over the top holly wood narrative stuff (starts with the letter ""W"" and rhymes with ""Poke"") that has been ruining movies for the last 10 years.Its great to see how they build in bits from the game like actual kart racing too. The voice actors got some flack from some B lister actor who starred in the terrible 90's Mario movie, but the complaints have bounced off like Mario on a Mushroom.Peach seems a bit more ""feminist"" shall we say and not exactly the traditional damsel in distress we expect, but otherwise this is a fun movie well worth a watch.","
            6/10
            "
"potatochip00","9 April 2023","The Super Mario Bros. Movie 2023 is a movie that I won't be able to remember in a week. The movie is average at best but mostly for super fans and little kids.The relationships had me disappointed the most. Most are just one dimensional and the princess is yet another mary sue character.in a sea of mary sues in todays media. The original mario was simple but the stakes were higher. Mario goes to save the princess. How the writers failed in making this on par is beyond me.In what world is it so easy to see the royal family by chance. The royal family must be doing a s**tty job in defending the kingdom.For whatever reason the toads decided to make peach a princess. She looked different and was mysteriously skilled at everything but they did not question if she was a spy.The princess leaves the faith of the kingdom in mario to secure a foreign army, someone she doesn't know very well. What happened to her own army and defences? Did she have a backup plan for when mario failed?Mario having to complete the obstacle course before adventuring out is dumb. Almost as if power ups are conveniently placed in the world for the plot and that the princess knew that he'd be challenged.Also,why was mario even asked to duel instead of the princess??It felt like I was in a zoo being showcased all the mario characters in a dumb children's playThe mario games, in essence, is an adventure. This movie wasn't about the adventure but about the destination with some parkour.I liked the mario game as a kid but I wasn't a super fan. So if the writing isn't good, what's the point?","
            10/10
            "
"vincentviolet-65071","20 May 2023","This movie should win oscars. I'm not even jokes. The CGI / animation is beautiful. It looks just as good as the new Mario games but it is a movie. I loved to play Super Mario 64 when I was a child so watching this movie is kind of a dream come true. I've not even finished watching it but I had to stop and write a review because it is so good. If you are a fan of any of the Super Mario games then you should watch this because it is great. I think you could probably enjoy it even if you don't know the games but it is better if you do. They have thrown in lots of stuff for the fans, like sometimes when Mario is running around they shift the camera to angles where it looks like you are playing a Mario game. They have all the main characters and places and stuff you could want from the Mario games. I generally don't expect much at all from movies these days but this one is really really good. My favourite thing is Mario and Luigi;s brother dynamic, it makes me wish I had a brother like that and we could cosplay as Mario and Luigi. All the actors are great but Charlie Day as Luigi is my favourite. I'm a huge fan of it's always sunny so it's a nice weird surprise to see him play Luigi. This is a really great film and it deserves to be very successful and it really should win oscars especially for the visuals / cgi you won't see a better looking movie this year that's a guarantee and Princess Peach is a hot piece of ass.","
            9/10
            "
"jjakum-96413","10 April 2023","It was refreshing to be able to take my kids to a movie and not have ""the message"" or some agenda shoved down their throats. It was just good light-hearted fun. Laughed out loud at times. My kids all loved it and said they can't wait for the next one to come out. Especially with the after credit scene.Disney has made it clear that they are more interested in pushing their ""values"" on young children and now Universal has filled the void left by Disney.I thought the voice acting was really good. The animation was outstanding and there is stuff for all ages to enjoy. If your looking for a good time out with the fam, you won't regret seeing Mario.","
            7/10
            "
"cjonesas","29 April 2023","An insane animation for all lovers of Nintendo Super Mario character and his ""Mama Mia"" family. The story is not super bright, as many pointed out has the general and sophisticated feel of a Nintendo video game, fictionalized of course, besides Mario's training in the Mushroom Kingdom.It was entertaining for its 90 minutes, loved it, could have been 15 minutes more or less depending on the development and fillers. Seems to me that 10 minutes less would have been better, more compact and with more fluidity. Singing and piano playing, c'mon, even kids won't find that amusing, cause it's about staticness and love, two things that kids won't relate to. They love action, color and movement, fortunately the movie has plenty of those and more for the delight of kids and parents alike.""In an insane world, sanes are called insane"". Loved that; so true.Screenplay/story: 6Development: 8.5Realism: 8Entertainment: 8Acting/voice: 8.5Animation/filming/cinematography: 8VFX: 9Music/score: 8Depth: 6Logic: 6Flow: 7.5Animation/adventure/comedy/family/fantasy: 7Ending: 6.","
            7/10
            "
"greyKbarclay","16 December 2023","Superficial fluff that is completely predictable (in a good way) and completely intended for children but nonetheless still quite enjoyable for the whole family and the animation style of Illumination is once again strikingly beautiful with all the bright vídeo have colores sure to capture a child's attention quickly.I can also definitely see them doing some kind of sequel later on, due to the fact that they didn't really explore a great much of the different worlds that make up this super location, instead choosing to focus on the plot in this film. A sequel would, however, also give the writers the opportunity to invest in some Mario and Yoshi action.","
            7/10
            "
"cricketbat","16 April 2023","I wish that we had gotten The Super Mario Bros. Movie back in 1993 instead of the live-action dumpster fire we were given. This would have been a dream come true back then because it's a fun & faithful recreation of the NES games I grew up on. However, it's obvious that this movie was made for kids. It's not as humorous as I had hoped it would be and there are a few shortcomings I can't really overlook as an adult. And I don't think the rising generation will appreciate this adaptation like I would have because the games are so old. It's a great video game adaptation that arrived just a little too late.","
            9/10
            "
"markovd111","21 April 2023","Basically, ""The Super Mario Bros. Movie"" is a great movie about legendary video game characters. It's fast and doesn't worry to much about explaining it's plot flow (which is great), it has a lot of Easter eggs and nods to the Super Mario franchise and Nintendo in general and it's overall enjoyable and funny movie great for a Sunday afternoon watch with your loved ones. English voices are great and I recommend it that you watch it with English audio. My only complaint is that in one scene Princess Peach tells to the whole of the mushroom people that Mario is just a nobody. While it makes sense from the plot perspective, I was left with my mouth opened. I couldn't help myself than to think that this was done just to remove any idea that Princess Peach needs help from Mario. She is portrayed as a hero and a capable warrior (which I don't have anything against, since she is a playable character in some of the games and more than capable of handling all the game's challenges), but this scene was too much for me. Other than that, movie is everything a Mario fan could have wanted. I give it 9/10 and I recommend it to everyone!","
            2/10
            "
"arfdawg-1","2 May 2023","I used to love the Mario Bros. Game. I played it endlessly. This movie has the elements of the game, but no originality.It's just a clone of every other cartoon movie made in the past decade. The same jokes. The same mug-takes. The same cutesy jokes. The same character reactions. It's all the same.The only difference is that this is wrapped in the Mario game mythos. But it's not enough.The story is a bore-fest.I kept fading in and out because it's just not exciting in the sllightest. It really needed a far better writer to help take this film to an enjoyable level.In the end, the film is a huge disappointment.","
            5/10
            "
"philiptballas","6 December 2023","This movie was so incredibly MID. The animation was phenomenal, but they absolutely fumbled the bag on this screenplay, plot, and dialogue. Atrocious. Chat GPT could have done a better job. Sometimes I think they keep the dialogue so basic in order to appeal to a foreign speaking market. Because this was the most heavy-handed, on the nose writing I have seen in a children's movie. Character development was essentially nonexistent, and they tried to cram too many characters into an incredibly short timeframe. Plus they could've done so much more with the plot. I imagine the plot as going from different biome to biome, from jungle, to desert, to ice, to water etc. As in the Mario games. Instead, we only got this brief excursion to Donkey Kong's land which felt like a side mission. The movie ended so abruptly too. I thought that they were just getting started on the mission when all of a sudden they were in the final battle with Bowser. Putting some references in will make a lot of people like the movie, but that is the low watermark in my opinion. There was so much more that they could have done with this movie. How could they spend 100 million on it and this is all they come up with?","
            5/10
            "
"burntoutboy","5 April 2023","I had so much hope for this but it just fell flat for me. Let's start with the positives.The animation is absolutely brilliant, the best illumination have done. It really captures Mario and the Mario world. It is all very nostalgic with lots of Easter eggs. The music is great too.Now for the negatives.The story was just plain, nothing special and really let the movie down considering how well it was animated. I know it's aimed for kids but thought it would be abit more interesting and engaging. What was really surprising was how unfunny it was, didn't laugh once. I was in a busy cinema filled with kids and I barely heard a chuckle which says it all.It will probably go on to make a lot of money and will probably have sequels, I just hope with the sequels they do a better story for them.","
            7/10
            "
"MovieWarfare","7 April 2023","Nintendo has decided to give another attempt after the disastrous 1993 live-action Super Mario Bros movie. Super Mario is a huge part of my childhood, so I was thrilled at the idea of a movie that actually resembles the game. I was a little put off by the not-so-positive critic's review but is their score justified?Let's get the biggest worry out of the way, Chris Pratt as Mario. He is all right in the role. I think he does a good voice for Mario that works for the whole runtime. Likewise, Charlie Day as Luigi is good as well. The first act of the movie with Mario and Luigi together is incredibly enjoyable. The pacing is great and they do a great job illustrating the strong bonds between the brothers. This is also thanks to the great chemistry between Chris and Charlie. In terms of great voice performance, Keegan-Michael Key as Toad is terrific. We have seen in interviews that he does the high pitch voice without just sound editing tricks. His voice as Toad works perfectly for the film while still having the same energy as Toad in the game. He is only outshined by the best voice performance in the whole film, Jack Black as Bowser. Jack Black gives a voice performance that actually sounds different from his normal voice to the point that you won't be able to tell it is him. His voice was perfect as Bowser's as he gave a menacing tone but a slight goofiness to the performance as well. Charles Martinet (the video game Mario voice) is also here and not just as a cameo which I appreciate as well.Brian Tyler is the music composer for this film and he does a great job. They incorporated a lot of the great music from the Mario games into the film wonderfully. He sometimes does it subtlety and sometimes uses it fully for big moments but it is done tastefully. The visuals are also great and they did a great job of making the world of Mario look alive. This is definitely one of Illumination's best-looking films. There are also some great, enjoyable action sequences such as the obstacle course that reminds you of the classic games, Mario vs Donkey Kong, the Rainbow Road, and the whole final act. These sequences utilize the elements from the game superbly. On that note, there are so many references and easter eggs to not just Mario but Nintendo in general. There are easter eggs in the sounds, the music, the visuals, and the dialogue and it is just a lot of fun spotting it all. There is no doubt that this movie was created with the fans in mind.However, I do have some issues with this film. The first is the plot splitting up Mario and Luigi. It was great seeing them interact but the movie hints at some issues in their relationship and the movie could've explored their brotherly relationship. Unfortunately, the plot splits them up and changes it to be about Mario rescuing Luigi which is super generic. It's a shame, as the plot didn't need to be about Mario saving anyone as Bowser was already a looming threat anyway. The plot being straightforward isn't a massive problem though. The issue is that there is no proper character exploration or development in this straightforward plot. Every character remains the same from beginning to end, except for one character but they just change because the plot demands it to. It isn't naturally built up or earned. Peach's character is also just perfect with no flaws which is kind of boring. The pacing is also incredibly fast after the first act. The movie doesn't spend any time letting a scene breathe with our characters. It is always on to the next thing almost instantly. This is jarring as I wanted to see more of the adventures with Mario and Peach but this is just dealt with in a quick montage.In terms of voice performances, I do have issues with some. Anna Taylor Joy is just phoning it in as Peach. She is just speaking in her normal voice and that is fine just because her normal voice suits the character but I wish she put some effort into it. Seth Rogen as Donkey Kong is another performance where they are just speaking in their normal voice. I don't like the casting of Seth and the film doesn't change my mind. On that note, Fred Armisen as Cranky Kong is another big miscasting. He doesn't sound old enough or cranky enough as the character. There is also a weird creative choice in having 80s song in the film. There is AC/DC Thunderstruck and Take on Me in the film and it is just very off-putting. These songs didn't work for the scene and I'm not sure why they put the songs in a Mario movie. I also didn't find the jokes laugh out loud funny but kids were laughing so it was maybe that the jokes just aren't funny for adults.Overall, my biggest worry was The Super Mario Bros movie sucking. Fortunately, this movie does not suck and is actually a very fun movie. I do think the critics were a bit harsh but their criticisms are understandable. The movie plays it very safe with the plot and characters. There is not any meaningful message in this film. Nevertheless, the movie succeeds in delivering a fun Mario adventure that is fun for kids while being enjoyable enough for adults. A kid behind me in my theatre called it the 'best movie ever' so clearly it is doing something right! Hopefully, this movie opens the door for more Mario or Nintendo properties getting their own film adaptions. Luigi's Mansion, Metroid, The Legend of Zelda, Star Fox, Kirby! The possibilities are endless!","
            8/10
            "
"subxerogravity","6 April 2023","Celebrate over 40 years of Mario with the Super Mario Bros. The Movie. If you love Mario like that this film is the most trivial history of the world's most famous Plumber. For those who play the most recent games you'll see visual elements coming from the games that will get you excited. As an old head I smiled when they made old school references to the history of the Mario Bros. Especially happy that they focused on Mario and Luigi's organs as Italian Americans from Brooklyn, over whatever that accent they are doing in the games now is from.As far as the voice over controversy is concern, I'll give credit to Chris Pratt whose performance seem truer to Mario than it did his Star power, which is overall weird cause it seems you would hire Pratt to hear his voice come out of Mario. In the opposite of Pratt, it felt like Seth Rogen was trying too hard to assure you knew he was Donkey Kong. None of the voice over choices truly wowed me. The only talent worth it was Jack Black. He was not the best King Koopa, but he gave us to ballets in the film that were definitely Jack Black and that was good for some laughing.I cannot see anyone disliking the film. If you're a true die-hard Mario fan you'll notice that animation is up to pair with the visually amazing worlds Nintendo has built in these games. The colorfulness will generate with anyone who loves animated movies and the story is grown up enough to keep everyone interested (Does not help that everyone loves Mario Mario. Right?)","
            9/10
            "
"InstaNetCo","17 April 2023","No bloopers here, just my opinion on this excellent movie and also my opinion on the bad ""Metascore"" (very low in my opinion). First of all, the only reason I'm not giving it a 10 is because I'm very selective in terms of 10s. I've watched literally thousands of movies and only 9 films and 8 of them were made before the 1950s so you get an idea. So this movie getting a 9 from me is huge.That aside, having been born in 1985 I was lucky enough to have grown with Mario Bros, from regular Nintendo, Nintendo 64 and Game cube I played most of mario games and although I never thought my self of a huge fan of this particular video game like I was a fan of Metal Gear Solid and games of that sort I deeply enjoyed the playability and storytelling behind Mario saga.I went to the 11 pm showing on a Sunday which was full and that's already surprising for any movie these days, specially for the day and time. I was captivated right from the beginning as soon as I realized the trama was not necessarily childish but one that would reach all audiences, making you feel like back in the 90s with the music and keeping it Simple and not ""progressive"" which I found very interesting considering the times we live in. This is a story that began in the late 80s and the director made sure to keep it that way. That's something I really appreciate and will make me comfortable to show to the younger crowd in my family. And this is my comment on the low metascore: how is it possible that this movie did not meet most ""experts"" expectations just because it didn't include any of the new wave characters? Really? I mean there is a space for everything, why would you forcibly include something that was never part of the original story? Didn't you all see the huge mess buzz lightyear was? Here's the funny part, a couple of my friends are part of the L. G..... community and guess what? They loved the film just the way it was.I'm Hispanic and I have zero issues with watching movies where there aren't any Latin people. Also if the Latin person in a movie happens to be a servant or something of that sort, guess what? I would never be offended. So please let's try and bring back good movies just by keeping things simple and real. There are plenty storyline and spaces for all minorities to shine but we don't have to be present in every single one of them. Let's try to bring back a simple world like Mario times when victimhood was not a thing and you could go about your day without feeling you've offended Someone just by speaking your mind.Thank you Mario, never thought I could watch a 2023 movie that made me feel like this did.Congratulations to the team and all actors involved.If your haven't watched yet, don't miss it .","
            10/10
            "
"ajsteels","5 April 2023","As a 42yr old guy who's been playing Nintendo since he was about 9 that was amazing!!I didn't stop grinning all the way through that!!The Easter eggs, the music, the fan service...epic!!It's pretty obvious it's not gonna win any Oscars and the plot isn't going to be too heavy...its a kids film after all...but it does enough to keep you entertained and giddy as a school kid!In my eyes you couldn't ask for anything better and I hope there's a sequel not to far down the line and maybe one which can branch off in to other directions and open up a Nintendo Universe, who knows!!If you're a fan of Nintendo you gotta go see this!!Proper loved it!","
            9/10
            "
"trinaboice","31 October 2023","IN A NUTSHELL:
Can you believe I've never played any of the Mario Brothers games? I have four sons, so it definitely was played in my home for years. I tried playing it once, but that was when my kids were out for blood and absolutely did not let me win just to humor me. They would kill me within minutes. I did notice that whether my sons had guy friends or girl friends over to hang out, everyone wanted to play it. I spent a lot of money on Nintendo over the years!While critics are not loving this thinly-plotted movie adaptation, fans are giving it a big thumbs up and being swept away by the nostalgia. Because the game has been so beloved for four decades, the pressure was definitely on to get it right. The film was directed by Aaron Horvath and Michael Jelenic. The script was written by Matthew Fogel.THINGS I LIKED:
The fantastic voice talent includes Chris Pratt, Anya Taylor-Joy, Jack Black, Seth Rogen, Keegan-Michael Key, Charlie Day, Fred Armisen, Sebastian Maniscalco, and Kevin Michael Richardson. They all did an excellent job. Many of them showed up at the premiere wearing outfits that paid tribute to their characters. Cute!Jack Black had some great moments in the movie. I always love it when he sings! It's never great, but always hilarious.Seth Rogen's laugh is so recognizable, so it was funny to hear Donkey Kong laugh like that.Fans will get a kick out of all the hidden Easter eggs, which are many! In fact, the game appears to be designed as pure fan service. If you see this in the movie theater, you'll be surrounded by enthusiastic fans who will cheer and clap, making it all the more fun.It's extremely colorful with enough details in every frame to keep you entertained and engaged. I love details.I love that simple scenes include the up-and-down movement of the game, as characters jump and climb to get over obstacles. Clever.Nice animation brings the video game back to life but in a more detailed way. The pasta looked delicious!Lots of amusing humor, both spoken and visual.The music and sound effects are super fun.The Mushroom Kingdom looks fantastic and so magical! That's when the movie really came alive for me.It's one of the best video-game adaptations I've seen on the Big Screen.Adorable ending.THINGS I DIDN'T LIKE:
There is no real character growth.Because I've never played the game, I was hoping to learn more about the characters and backstories.Adults who have never played the game won't be as interested, deciding it's just a whole lot of color and noise like a cartoon that plays on the TV while the kids engage with other toys and activities in the same room.The plot is very simple and thin. I agree with the critics. The story doesn't move the scenes forward. Instead, the scenes exist for fan service with a weak plot that stitches them together.Some of the songs don't quite fit the video game but will resonate with older fans of the Nintendo era.I wanted to see all of the details in the backgrounds, but they were usually blurred out.TIPS FOR PARENTS:
Talk of killing someone
Some ""light"" profanity
Lots of destruction
People and creatures in perilous situations.!","
            7/10
            "
"masonsaul","8 April 2023","The Super Mario Bros. Movie has a very thin plot but remains really good fun thanks to a fast pace and constant stream of recognisable callbacks to the game and loads of action. The character arcs are simple but effective, the jokes aren't hilarious but rarely annoying and it's way better than the previous attempt to translate it to the big screen.After all the fuss it turns out Chris Pratt is actually a good Mario, he doesn't completely feel like stunt casting, the Brooklyn accent works and there's the odd flourish of that classic voice. Charlie Day is surprisingly the more distracting of the two Mario Bros but it's not a big problem, he's still really good and the brotherly dynamic is heartwarming.Keegan-Michael Key is great as Toad, he definitely feels like the person trying the hardest to distance their character from their actual voice. Jack Black is easily the best performance of the film though, a skilled and natural voice actor and perfect casting with a really funny and catchy song to top it off.Rounding out the cast is Anya Taylor-Joy and Seth Rogen who really just sound like themselves but in a way that isn't annoying and always enjoyable, unlike Fred Armisen as Cranky Kong who is probably the most distracting voice of the whole cast.The animation is incredible, easily some of Illumination's best work with a nice balance between highly detailed environments and more stylised character designs, all of which is extremely faithful. The soundtrack of 80s classics doesn't really work (holding out for a hero again?!) but it's counterbalanced by Brian Tyler's score which is unabashedly epic and contains plenty of the classics themes.","
            8/10
            "
"andrewchristianjr","16 April 2023","Super fun! A blast from my childhood I loved it so much. The creators really captured Mario as a whole. The voices behind each character fit so well. It's what the fans want in a Super Mario movie. No agenda, no politics, just pure comedy and fun.Movie Info:
The Super Mario Bros. Movie is a 2023 American computer-animated adventure film based on Nintendo's Mario video game franchise. Produced by Illumination, Universal Pictures, and Nintendo, and distributed by Universal, it was directed by Aaron Horvath and Michael Jelenic and written by Matthew Fogel. The ensemble voice cast includes Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key, Seth Rogen, and Fred Armisen. The film features an origin story for the brothers Mario and Luigi, Italian-American plumbers who are transported to an alternate world and become entangled in a battle between the Mushroom Kingdom, led by Princess Peach, and the Koopas, led by Bowser.","
            1/10
            "
"andreineculau","21 April 2023","The movie is a huge miss and a disappointment beyond words. Story, nope. Dialogue, nope. Funny, nope. Fun, not besides seeing the characters we all love. It's just a salad of screaming, explosions, slow mo, racing, camera angles. Can you do a Super Mario movie without explosions? Probably not. Do you have to do one only with explosions? Definitely not. Waste of time for nostalgic adults, and definitely not what i want my kids to remember Super Mario for. Whatever reminds you of the good things about Super Mario is inserted just so you can't say it's not there, beyond amateur and kitsch........","
            7/10
            "
"okpilak","4 August 2023","It threaded the needle of safeness. Nothing to really scare the younger viewers, and really nothing to offend older ones, and that includes parents. A rather light hearted approach to almost every scene. It may soon be forgotten, as it is tied to the video game more than any eternal principles. But a pleasant enough way to pass some time. Politically astute people may have laughs each time seeing the toad people, but few others will know that reference. It is a decent animation job, but really nothing to be over awed with. One can watch without thinking, and some of where it is going is pretty obvious. But that is all right for what it is.","
            10/10
            "
"jasynp","7 April 2023","There are so many Easter eggs and fun tributes to the Mario franchise. My entire family saw it together with all different levels of Mario experience, and we all really enjoyed it for different reasons. Not all movies need complicated plots or a secret villain reveal to be enjoyable. Where the movie excels is creating the universe and building on the characters that we know so well. They were able to translate the characters in a smooth comedic way (especially Bowser) and it sets up many different storylines for future movies or other media. I highly recommend watching it in the theater as there are many small details rendered into the scenes that brought a smile to my face.","
            9/10
            "
"nikitacpv","22 April 2023","I was so excited for this movie to come out since I have been playing the Mario games ever since I was little.It's never a good thing to be excited for something and then ending up disappointed, which luckily I did.Let's start with the positives.The casting couldn't have been better. Although I am a fan of Chris Pratt and I can't wait to see him on the big screen soon with the third volume of Guardians of the Galaxy, I did have my doubts about him being cast as the voice of Mario. Luckily Pratt did one heck of a job.The best casting choices were those of Bowser (Jack Black) and Princess Peach (Anna Taylor Joy). It felt like they were made to do the voices of 2 ""beloved"" characters.Throughout the movie there were a lot of references made to the games, especially with the power-ups which I thoroughly enjoyed.If I have to say two ""bad"" things about the movie is that first of all, I wish they would have started out in a fictional world for starters instead of New York. Second of all it's a real bummer that my personal favorite Yoshi wasn't part of the movie.","
            10/10
            "
"kanuelct","26 May 2023","You ever get that feeling in your chest when you watch a movie that's that great? When you watch a movie and you get tears of joy, not only because of the film itself, which was great btw, but when it also makes you feel nostalgic? That's this movie. Take if from an early 90's kid who started in the gaming community with classics on the SNES and Super Mario World. If were one of those kids back then, and you enjoy that good feeling of nostalgia, then spare an hour and 30 minutes of your life watching this beautiful masterpiece. You won't feel disappointed watching this movie. Jack Black actually enjoyed his role of Bowser too. :'D.","
            10/10
            "
"jlinds-34362","7 April 2023","Even the wife who doesn't like video games really thought they did a great job with this movie. Was a family favorite. Just awesome if you're a Nintendo fan. The kids Loved it!!! It's hard to imagine kids wouldn't like this movie. Think the only negative reviews have to be disgruntled adults who need to play more Mario video games! This movie was really interesting ho they blended and connected all the main Mario Nintendo characters and put the plot together. Was curious how they would achieve the video game feel which it didn't have too much or too little of. They nailed it just perfectly. Highly recommend!","
            9/10
            "
"dmoorejr","6 April 2023","Absolutely incredible. I'll start by saying I wasn't thrilled to hear that Chris Pratt was voicing Mario. My mind was changed immediately. The creative ways they use the old school nostalgia to influence this modern take was seamless, and straight up jaw dropping at times. They managed to give us a strong cast of characters. And the relationship Mario had with his bro Luigi is the root of the movie. The visual effects were top notch. I couldn't ask for a better Mario movie. Of course they set things up for a sequel. I was surprised just how much lore they set up in this first flick. Definitely check this out if you are a Mario fan.","
            9/10
            "
"foaadsm","10 April 2023","The Super Mario Brothers franchise has been beloved by gamers of all ages for decades, and now it has finally made its way to the big screen in the form of an animated feature film. From start to finish, the movie delivers a delightful and engaging experience that will leave audiences of all ages grinning from ear to ear.One of the most impressive aspects of the movie is its stunning animation. The characters and environments are brought to life in gorgeous detail, with vibrant colors and smooth movements that capture the essence of the iconic video game franchise. The sound design is equally impressive, featuring the familiar music and sound effects that fans have come to know and love.In terms of storytelling, the movie strikes a perfect balance between humor, action, and heart. It follows the adventures of Mario and Luigi as they journey through the Mushroom Kingdom to rescue Princess Peach from the clutches of the evil Bowser. Along the way, they encounter a colorful cast of characters, each with their own unique quirks and personalities.But what really sets this Super Mario Brothers movie apart is its ability to appeal to both longtime fans and newcomers to the franchise. It features plenty of nods to the games, from power-ups and enemies to iconic locations like the Mushroom Kingdom and Bowser's Castle. At the same time, it tells a story that is accessible to anyone, with well-developed characters and a satisfying narrative arc.Overall, the Super Mario Brothers movie is a joy to watch from start to finish. With its stunning animation, engaging storytelling, and faithful representation of the beloved video game franchise, it's a must-see for fans and newcomers alike.","
            6/10
            "
"ThereelscoopwithKK","9 May 2023","If you try to think too hard and analyze this movie in depth you are wasting your time. It is simply meant for a good time , to provide some excitement to young kids, and provide some nostalgia to its older audiences. There is no real character building because it is expected you've been with these characters for a long time.Of course as a member of the older audience I was hoping for more, but there was still enough there to make me smile at times.For me anyways, Bowser started out as interesting and I wish he'd remained the big baddy throughout. The movie went downhill a bit for me when Bowser just became goofy. This decision was certainly geared towards getting laughs out of the younger audience which is fine.Overall the ending is acceptable, and with box office sales you can be sure they will have several more chances to impress you or steal more of your coins (Mario reference) over the coming years .","
            10/10
            "
"leojeunesse","10 April 2023","Thankfully, the Brazilian Portuguese Dubbing for all characters sounds much better than English (the Original version). Mario's voice in BR Portuguese fits is perfectly to the role, comparing to Chris Pratt work. Sometimes you don't need lots of famous ppl to dub a voice in a movie. You just need a voice that fits right.The animation is 10/10 without an excitation. The whole movie has lots of things that remind SNES, N64, Wii games. All generations can enjoy this movie. Even if you never played any Mario game in your life, you will enjoy this movie. Movie made for true Mario's franchise Fans.","
            9/10
            "
"rexmatthewj","9 April 2023","The Super Mario Bros. Movie 2023 is a computer-animated adventure comedy film based on the popular video game franchise by Nintendo. It is produced by Illumination and directed by Aaron Horvath and Michael Jelenic, who previously worked on Teen Titans Go! And Teen Titans Go! To the Movies. The film features the voices of Chris Pratt as Mario, Anya Taylor-Joy as Princess Peach, Charlie Day as Luigi, Jack Black as Bowser, Keegan-Michael Key as Toad, Seth Rogen as Donkey Kong, and many others.The film follows the story of Mario and Luigi, two plumbers from Brooklyn who are transported to the Mushroom Kingdom, a magical world where they must rescue Princess Peach from the evil King Bowser and his army of Koopas. Along the way, they encounter various characters and locations from the games, such as Toad, Yoshi, Kamek, Cranky Kong, Spike, Penguin King, and more.The film is a fun and colorful tribute to the Super Mario Bros. Games, with plenty of references and Easter eggs for fans to enjoy. The animation is vibrant and expressive, capturing the charm and whimsy of the Mushroom Kingdom. The voice cast does a great job of bringing the characters to life, especially Pratt as Mario, who delivers a charismatic and energetic performance. The humor is witty and clever, with jokes that appeal to both kids and adults. The action scenes are exciting and creative, with inventive use of power-ups and obstacles.""However, the film is not without its flaws. The plot is rather thin and predictable, with few surprises and twists. The film relies too heavily on nostalgia and fan service, without adding much originality or depth to the story or the characters. Instead, it relies on clichés and tropes that have been seen before in many other animated films. Some of the voice choices are questionable, such as Rogen as Donkey Kong, who sounds too much like himself and not enough like a gorilla. Furthermore, the film feels rushed and overstuffed, with too many characters and subplots that are not given enough development or screen time. Despite all of these flaws, I still enjoyed the movie.""Overall, The Super Mario Bros. Movie 2023 is a enjoyable and entertaining film for fans of the games and animation lovers alike. It is not a masterpiece or a groundbreaking work of art, but it is a solid and satisfying adaptation of one of the most beloved video game franchises of all time.","
            9/10
            "
