"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"fraser-simons","19 February 2023","This movie was really weird, and some of the ways it was weird worked, and some really, really didn't. The art direction and cgi was inspired though, making it, at least a spectacle to consume. The tonal shifts and comedic timing were more miss than hit, the stakes never really feel real. It actually feels basically all but completely unnecessary and is extremely predictable along the way.If the movie didn't have this weird alien aesthetic that works, it would have probably flopped, for me. The marketing makes it seem like an action packed, quite serious, but family almost travelogue - but it's basically just lots of weird stuff with dumb gags and jokes. I think had they stuck to what it purported to be in the trailers it would have actually worked a lot better, though not by any means at all heavy on theme.","
            6/10
            "
"jace_the_film_guy","20 February 2023","The opening of this film is fantastic. I found myself laughing seconds after the MARVEL title rolled. Paul Rudd's performance as Scott Lang never feels like an act, as he naturally fits the role. His character is charming as ever in his 5th movie as Ant-Man.Marvel is known for extensive world-building and interconnected stories. Since 2021's ""Loki"", it has been known that Kang the Conqueror is the next Thanos-level villain in the MCU. This film gives us a deeper look at Kang, and the casting for his character (Jonathan Majors) is excellent.By leaving the regular world and diving into the world beneath (the Quantum Realm), the film relies heavily on green screens and computer-generated imagery (CGI). These graphics and effects are some of the poorest of the franchise, with a character called MODOK being the worst. There were times that the film was reminiscent of 2005's ""The Adventures of Sharkboy and Lavagirl"".Other than the CGI, the biggest weakness in this film is the screenplay. From rushed plot points to painful dialogue, it is evident that the screenwriter had never written something of this magnitude. In the emotional and climactic moments, the script is so bad that it distracts from the story, with the audience in my theater audibly laughing.""Ant-Man and the Wasp: Quantumania"" is a small piece in the larger Marvel storyline. This is felt throughout the film, as the convoluted Quantum Realm and endless timelines are explored. The first two Ant-Man movies succeeded in simplicity, but this sequel was anything but simple. In short, the character of Scott Lang is better as the friendly, neighborhood Ant-Man.Best Character: Kang
Best Scene: Scott's Book Reading
Best Quote: ""I don't have to win. We both just have to lose!"" - Scott
Best Piece of Score: ""Theme from 'Quantumania'"" - Gives serious Avengers Campus vibes.","
            6/10
            "
"lhbaker-28783","1 July 2023","Honestly, he's one of the best villains in the MCU and in this movie he absolutely carries. This movie probably would've been my least favorite MCU movie without him. In fact, I was kind of rooting for him, something I've never done in any movie. Everything else but the comedy (which is quite underrated on IMDb) was absolutely horrible. Especially M. O. N. O. K. Or Derek. Any part that he's in pains me. I wish he wasn't a part of this movie. Most of the Quantumania people are forgettable too, but there are some good ones. The CGI is iffy in some spots but for the rest of the movie it's alright. Overall, Quantumania was half really good and half cheesy that I only recommend if you don't absolutely hate Phase 4 MCU.","
            6/10
            "
"gettodamoofies","30 May 2023","FILM: 5.5/10.Ant-Man and the Wasp: Quantumania, the latest installment in the Marvel Cinematic Universe, unfortunately falls victim to a tired formula, representing a weak start to Phase Five. While the first Ant-Man film introduced a refreshing comedic twist to the superhero genre, and the second had its moments despite a dip in quality, this third entry feels like a regurgitation of familiar ideas without any significant innovation.One of the main drawbacks of Quantumania is its heavy reliance on non-stop CGI spectacle at the expense of a quality script. The film bombards viewers with over-the-top action sequences that quickly become exhausting, leaving little room for character development or meaningful storytelling.However, there are a few bright spots in the film. Jonathan Majors delivers a standout performance as Kang, displaying his range and talent. However, recent personal matters surrounding the actor may potentially jeopardize the character's inclusion in upcoming MCU entries, which is a concern for fans of the franchise.On a positive note, Michael Douglas, Michelle Pfeiffer, and Evangeline Lilly enjoy increased screen presence, and their performances are commendable. Their chemistry helps to inject some much-needed life into the film, even if the overall product falls short.Unfortunately, the portrayal of M. O. D. O. K., a formidable Marvel villain, fails to translate effectively from the page to the screen. The character lacks the depth and menace that fans have come to expect, resulting in a missed opportunity to create a compelling antagonist.Curiously, the design and plot similarities to the Star Wars prequels are hard to ignore, as is the inclusion of several Star Wars cast members. While some may appreciate the homage and cross-pollination, it feels like a distraction and adds little value to the overall narrative.Despite the charm and charisma brought by Paul Rudd and the standout performance by Jonathan Majors, these factors alone are not enough to offset the criticisms of the film. Ant-Man and the Wasp: Quantumania falls short of its predecessors and fails to deliver a fresh and engaging addition to the Marvel Cinematic Universe.FORMAT: 4K Ultra HD Blu-rayVIDEO: 9/10.Native 4K presentationDetail level: ExcellentColour reproduction: ExcellentLevel accuracy: GoodEncode: ExcellentMaster condition: ExcellentAUDIO: 8/10.Dolby Atmos audioDialogue reproduction: ExcellentSoundtrack & effects clarity: ExcellentDynamics: GoodSurround sound presentation: ExcellentLFE content: ModerateMOOFIEMETER: 6/10.","
            5/10
            "
"mjpiro","18 May 2023","Ant-Man and the Wasp: Quantumania is the story of a family that gets transported to the Quantum Realm and spends a majority of the movie trying to defeat Kang the Conqueror, played nicely by Jonathan Majors (Creed III), who controls the alternate reality and escape from it!! Ant-Man and the Wasp: Quantumania stars funnyman Paul Rudd (Ghostbuster: Afterlife) as Scott Lang with his superhero alias as Ant-Man, an Avenger who is coming fresh off a victory with some of the Avengers, saving the entire world and is feeling pretty good about it in the beginning part of this film!! Also starring in this movie is Canadian actress Evangeline Lilly (Lost) who plays Hope Van Dyne with her superhero alias as The Wasp having the ability to fight and fly with great power and speed when she has her wasp suit on. Michael Douglas (Wall Street) as Dr. Hank Pym, Michelle Pfeiffer (Batman Returns) as Janet Van Dyne, and Kathryn Newton as Cassie Lang all round out the top members of this cast as members of an extended family. It is at Dr. Pym's house where the group accidentally gets beamed to the Quantum Realm and spend a majority of the movie fighting aliens and Kang in order to get back to San Francisco and Earth. Quantumania - as I will be calling it for the remainder of this review - is a good movie - it's good but it is not great!! I like how the movie takes us from beautiful San Francisco all this way to this glowing dystopian Quantum Realm but once we are in the Quantum Realm there is not much imagination to the sets besides what we are given. The acting is good, Rudd combines comedy with action like nobodies business and is one of the few people that could play this role successfully!! The story is the same for Lilly, she does a terrific job as the Wasp, especially with the fight scenes!! Peyton Reed did a nice job directing this film and bringing all of the different talent together to tell a cohesive story. The team of Jeff Loveness, Stan Lee, Larry Lieber, Jack Kirby, and Ernest Hart all did a nice job contributing to the story of Quantumania in some way or the other. Christophe Becke handled the music for Quantumania very well!! Sammy Sheldon did a nice job costuming all of the different characters - superhero or otherwise!! Quantumania received a PG-13 rating so it requires parental supervision for those under 13 otherwise it is the perfect movie for those seeking a fun escape for a couple hours!! 6 out of 10 stars!!","
            6/10
            "
"xiaoli7377","17 February 2023","""Quantumania"" was pretty entertaining. The standout from this film is obviously the introduction of Kang (Jonathan Majors) into the MCU. Another run of the mill Marvel film, nothing to crazy and it follows the very formulaic standard at this point. The computer effects and the green screen compositing in this one looked super off to me, I saw this in IMAX with a couple of friends and everything looked very digital like I was watching a video game cutscene. Some of the jokes landed, some fell flat on their face. MODOK (Corey Stoll) is mainly used as a throwaway sidekick for Kang and it's honestly just really goofy to see on the big screen and is not used to his full potential as a villain.This is another mediocre entry into Marvel's extremely lackluster Phase Four; I feel like this franchise has definitely lost all of it's steam and momentum after the conclusion of the Thanos saga. I had hopes that this one would finally be the one to break the series out of its lull, but I guess that we'll have to keep waiting for that. It's not terrible by any means, but it's one that will only really be remembered for the characters it introduces and not for the quality of the film itself.","
            3/10
            "
"ottomartinsen","30 September 2023","Ant-Man and The Wasp: Quantumania was not bad bad, But it was bad. This Movie really was boring and Strange. The only Good Thing about this Movie was Kang The Conqueror.All The Strange Characters in The Quantum Realm was Strange and they didn't matter.The Actors was Good in The Movie like usually in Marvel Movies, But i Think Marvel has Lost it's touch. Part of it is Disney, part of it is lady writing.This Movie doesn't matter to The MCU, except for Kang, But Then give him his own Movie!Ant-Man 1 was Great, 2 was okay and 3 was just absolutely unnesecary.Marvel truly has Lost it's touch and it's sad to See after All The Good Years.I give this Movie a 5/10.","
            8/10
            "
"ifroonaryok","18 February 2023","It was okay. I expected too much after the stunning experience from Loki. But don't get me wrong, Jonathan Major did a fantastic job as Kang, love him. Kang is a worthy new big badie for the Multiverse Saga and Jonathan Majors is amazing. But the plot just doesn't seem that great. It could've been improved upon. And while it's not short at 1 hour and 50, I wish it was longer because I want to see more of Kang. Also, weird they recast Cassie Lang but I think I like Kathryn Newton as Cassie.But this isn't my final review. I may have a change of opinions after a re-watch once it comes out on Disney+.","
            7/10
            "
"vibemarketingbkk","15 February 2023","I'm a huge Marvel fan, and I always look forward to every single Marvel Studios creation.However, this will probably go down in history as the worst Marvel movie ever made. It's slow, boring and extremely messy. Messed up storyline and I almost fell asleep 50mins in.It feels way too long despite only being 2 hours long. The beginning is messy and tries to be fun and giggly, but it's not really working that well. Some sequences are alright and a bit funny, but if funny is Guardians of The Galaxy - then this is not funny at all.. it's the worst Marvel movie...actually worse than Doctor Strange & The Multiverse of Madness. This is also in the multiverse, and it is pure madness...that dissipates into pure boredom 🤣","
            1/10
            "
"kaefab","19 February 2023","I love it lots of bad reviews, to be honest its a lot better than ant-man and the wasp the second movie.From the start of the movie you laugh, they are all funny, the effects are top notch but that is to be expected from a marvel MCU movie.I did not know who Khan the conqueror was before watching this movie but he is pretty cool too as a bad guy.Also the quantum world is really well done, how to understand the language and more great ideas.Not sure what people want more from this movie its had everything, seeing Michelle Pfeiffer back on the big screen was great, also Micheal Douglas as Hank is also good.Very good movie to see on the big screen for sure and a great addition to the MCU universe i am ready for Guardian of the galaxy 3 now.","
            7/10
            "
"classicsoncall","21 May 2023","Well, it finally happened. Marvel has gone full-out Star Wars. Or Star Trek if that's your disposition, but with Disney owning the Star Wars franchise, that comparison is more apt. And not because the action takes place in Outer Space; it's more like Inner Space when you consider the Quantum Realm where the story takes place. The characters go sub-atomic almost right from the start and stay that way until the story concludes. On the basis of spectacular CGI and wonderful cinematography, the film would merit a '10' rating, but then you get to the story itself and that's where you have to average things down a bit. I don't think the story evolved from the two prior Ant-Man films. It's been too long since I've seen them and can't really remember them that well, but my reviews of both don't suggest a direct link to what happens in this one. I was surprised to see Bill Murray in this flick, but not surprised that he did his standard Bill Murray type of schtick. He should try mixing things up every now and then. As for M. O. D. O. K., I thought that was Jason Alexander's head in the box. I felt he would have been a good choice for the role, but the guy was really Corey Stoll, who wasn't even credited! Why would that be? Anyway, I enjoyed this about as much as any other Marvel movie, but just like a lot of them, including the first two Ant-Man flicks I mentioned, it won't stay in memory very long after seeing it. Someday when I have the time maybe I'll watch these films back to back, but for right now, I'm pretty much satisfied with one and done.","
            7/10
            "
"3DForMe","5 March 2023","Aside from Paul Rudd having a romantic relationship with someone who looks exactly like him in this movie, this has been such a bad installment to, not only the Antman franchise, but to the MCU, PERIOD.Then again, most movies from the MCU in the past few years have not been up to par with their predecessors.Into the Quantum Realm... we get Disney crossing their franchises and making another terrible Star Wars movie. There really wasn't much fun in this movie as the previous ones. I love Antman and was so excited when they first introduced him, and they totally dumped on it.Modok...REALLY!?! How did they put that out like that? Terminator 2 was released before CGI took over the movie industry and had WAY better looking CGI than this.Kang. He was cool, but there has been so much buzz around his the actor stole the show with his portrayal, but I think anyone in that role would've made the movie exactly the same.Michael Peña...is NOT in the movie which has been such a great addition to each of the other Antman movies and an absolute fan favorite...but it seems the fans aren't who they're trying to please, here.Cassie...whatever. Really nothing particularly special about her character or the actress, herself.Seriously...SERIOUSLY just so disappointed in what Marvel has been doing lately. Just ruining everything.","
            6/10
            "
"marcusbrianlong","23 February 2023","Quantum mania is the 3rd ant man film it introduce a new villain called Kang the conqueror who steals the show along with Janet. It also deals with Scott dealing with his daughter who is now a teenager who has been in prison just like her dad because Scott missed 5 years of life in the the Movie Endgame. It also show a bit of backstory of happened to Janet in the Quantum realm that we did not see in the last movie. It also shares a bit backstory on Kang who in this movie is soft spoken and very serious. This movie is also setting up Kang to be the next big bad villain. There is also 2 scenes at the end.","
            7/10
            "
"Filipe_R_Santos89","23 February 2023","I don't understand all the hate that has been distilled for the latest Marvel movies... I only understand from ""Thor: Love and Thunder"", which really was a waste of funds for such a bad movie.But this movie is not bad. It's not one of the best, but it's not bad at all.Don't forget that this movie was shot at the time of the pandemic and I believe it took some extra work and adjustments.In my opinion I was only concerned about two things, the fact that Scott starts to become associated with a comical, sometimes awkward character and another is that on one hand we see a very comic book-like Cassie, but on the other hand it seems that there is a blockage on the part of Kevin Feige's team to be faithful to the elements of the ""original story"", which bothers me a bit being a fan of the comics - in short, that's my opinion.I really enjoyed Kang, all the content, and I confess I was apprehensive about the MODOK presentation, but I was fascinated by the work that was done.To like a Marvel movie you have to understand this universe, and I still think that many of the people who rate it negatively don't know what they are talking about at all.Conclusion, good movie...not perfect, and by far to be one of the best.I really hope they grab these new characters that are appearing (America Chavez, Ms Marvel, Cassie Lang, Kate Bishop...) and give the ""Young Avengers"" a future because I think it could work well.","
            4/10
            "
"youngbmega","6 May 2023","Phase 5 of the Marvel Cinematic Universe has begun, and how did it start? Actually not as expected. Not convincing! Not impressive! With the advent of such an antagonist, the story should have developed as intensely, disturbingly and dangerously as possible. But we got what we got, and obviously this is not what many expected. The history of the family is good (it was clear from the trailers too), but the characters could have been better developed, the relationship between Scott and Casey, as well as Janet and Hope. But somehow you do not fully believe them. Plus, in the previous pictures it was said that the Quantum Realm is so dangerous that it is better not to go there. And what happened?! The danger is Kang himself, and the world is beautiful, but not really unsettling. As a result, it is mandatory to watch, as this is the seed for the future, especially the scenes after the credits. But if you look at the general line of the movie universe, 6/10.","
            7/10
            "
"adrri0n","27 February 2023","It was good. It's not trying too hard to be any more than it needs to be. It's an introductory film to Phase 5. Honestly, this movie got bombed with bad reviews of people who forget this movie is a Marvel movie. It's not gonna be a cinematic masterpiece. I was entertained, so I liked it. It wasn't special and there are certainly better Marvel movies. But it's a good introduction to what is coming up next. This movie did what it needed to do, get us excited for Phase 5. Remember, people who didn't like this film are still gonna come back and watch every upcoming Marvel film from Phase 5 and beyond. While it does have a predictable and tame story, 90% of movies are predictable anyway. We don't watch movies for the ending, we watch them for what leads up to it. It's an enjoyable superhero film that people will come back to appreciate if Phase 5 gets it right.","
            1/10
            "
"mattstone137","17 February 2023","Another season, another entry into the Marvel Cinematic Universe. Ant-Man and the Wasp: Quantumania is the thirty-first entry into the franchise and, like at least the last twelve before it, does nothing to renew or revitalize the cinematic behemoth's trite formula. Peyton Reed is back in the director's chair, enthusiastically kowtowing to the demands of producers and ensuring there is no detectable sense of style or personal touch.Quantumania plays like a cross between tediously scripted Saturday morning cartoon and embarrassingly generic Star Wars rip-off, evoking no sense of fun or wonder despite creative makeup, costuming, and digital landscapes. It's utterly disposable and completely forgettable, but the theater was full at 3:00 pm on a Thursday, so silver lining, it will line some cultural overlords' pockets with cash.The film follows Scott Lang and company as they're sucked into the quantum realm, a land of mind-bending vistas and infinite possibilities. As Lang discovers the secrets of the realm and tries to protect his daughter Cassie, a new threat rises. Kang the Conqueror, one of Marvel's most powerful villains, takes advantage of the newly available Pym Particles, enacting a savage plan to nebulously do something or another. The film also introduces M. O. D. O. K, immediately butchering his characterization and badassery.The MCU runs the gamut from inspired to miserably inept. Quantumania proudly slots into the center of the spectrum, not nearly as imaginative or well-crafted as Iron Man or Infinity War, but not as boring or portentous as Thor: The Dark World or Eternals. It squeezes so snugly into its predestined mediocrity that it's difficult to scrape up thoughts which haven't been said of any other MCU film from the last two years.The tone is still scatterbrained due to incessant quipping, the filmic craft is still laughably corporatized, the CGI is still creative and complex though horrendously fake-looking, the villain is still stripped of all complexity or intrigue, and the heroes are still indestructible paragons of status quo ubiquity.Specifically, Quantumania's story unfolds sluggishly before kicking into hyper-speed. There's hardly time for character introductions, let alone character growth. A few minutes' stretch sets up a story of trust, subversion, and calculation, but is quickly bolled over for an overplayed, gratingly uninspired rebellion angle. By the time our characters are situated in this strange new world, the final act has started, and quickly becomes a typically rote slog.None of the performances elevate the film, though Paul Rudd is eminently likeable and Michael Douglas plays up to the stupidity of the material, charismatically smartassing his way through the adventure. Kathryn Newton is charming enough, Michelle Pfeiffer lends legitimacy to the inanity, and Evangeline Lilly...doesn't really have much to do, honestly.Jonathan Majors is the disappointment of the cast, always just teetering on the verge of sobbing no matter the scene or context. Kang is an all-powerful force of destruction, but Majors plays him like he never left the set for The Last Black Man in San Francisco. He's a great actor, but not an intimidator - he may have added thirty extra pounds of muscle to transform into a daunting presence in Creed III, but he didn't here; all he has here is a cool-looking cloak.What else is there to extrapolate after thirty previous entries? For perspective, the Bond franchise has been running for sixty years and just recently celebrated the twenty-fifth entry into its franchise, and where Bond has reasonably shifted its values, identity, and presence throughout several decades, the MCU continuously doubles down on its commitment to assembly line productions.The true shame is that, despite the staggering volume of the genre over the last twenty years, its context and potential for alteration (fundamental or superficial) has hardly been mined. Imagine a three-hour sweeping superhero epic, a dusty superhero western, or a psychological horror of superpowered insanity, all of varying budgets, tones, moods, styles, and complexity.Take the thought further - hire legendary filmmakers like David Lynch, Paul Thomas Anderson, Darron Aronofsky, the Coen Brothers, David Fincher, or (your favorite filmmaker). Sure, not everyone would go for the idea, but those who do would surely produce something of staggering ingenuity and creativity; the inexhaustible subtext of a superpowered world could be explored for decades, and these production companies have limitless resources to explore it.All a pipedream. Rather than force their audiences to grow up, Marvel and DC eagerly cater to their infantilized, developmentally arrested fanbases, slapping together content like Chinese day laborers, desperate to keep the dopamine perpetually dripping. Guardians of the Galaxy 3 will be here soon, The Marvels soon after that.Writing this review was tedious enough; I cower to think of recording thoughts for MCU film number thirty-eight, number thirty-nine, forty, forty-one, onward and onward for eternity, until the Canadians invade, the dollar collapses, or The Living Tribunal is caught in a human trafficking scheme. Either way, blessed release.","
            8/10
            "
"beichorndude","18 February 2023","Beign the third installment to the Ant-Man (and the Wasp) franchise I went in having an idea what to expect. Something a little light, tone-wise, but with Kang being introduced I also knew the levity would be moved aside for the weight of the story. All previous characters were pretty close to the previous story's portrayal. Michelle Pfeiffer's role was expanded, which she did great with. Kathryn Newton's Cassie Lang filled the role nicely as well, but not quite the same charm as Rudd.I knew that it would be CGI heavy but I felt that made it slightly harder to digest what was going on. Most locations and characters were full of CGI - not that that's a bad thing, but it really made it hard to tell what was happening at time.The story was pretty good. It took a while for it to get to the crux of the problems, but it was a fun ride to get there. . I would have liked a little more backstory on the main villain, but I'm sure we will get more of that as Phase 5 continues.Overall, if you enjoyed the other Ant-Man movies and know that the tone will start getting a little darker, you will enjoy this movie. Just don't expect it to be Civil War or Infinity War.","
            6/10
            "
"mickeythechamp","19 May 2023","I am literally baffled. I have always been a marvel sceptic, that I have never hidden. I have always thought some MCU movies could at time be nothing more than mindless action and that´s fine, that just doesn't get high ratings from me. I have my bottom MCU films like everyone else, but this, this is the new low. This is one of the most soulless movies I have ever watched and while it didn't infuriate me as other of my lowest ranked movies did, this one just left me without a single feeling in my body. This phase of the MCU has been disappointing on so many levels and delivered the one bad to mediocre movie after another, but I have now seen the low point where the light doesn't shine, where pure numbness exist and Marvel finally became nothing more than colors and sounds from your TV and nothing more.Scott Lang, now not really doing anything with his life is confronted by his daughter who has made a device that can enter the quantum realm again. Janet tries to stop them from activating the device, but the entire Van Dyne family is dragged into the Quantum realm. They most now find a way while avoiding the evil overlord of the quantum realm, Kang.What really sets me off about this movie is the lack of care, lack of good storytelling but mostly lack of a soul. This is a movie that feel fully AI generated where anyone could have written it and it uses so many basic tropes, clichés and basic story devices it´s painfully obvious you are just watching a movie. I was never sucked in, never cared for anything or anyone and I was just watching colorful screens and hearing noises instead of watching a movie. There was nothing here for me to get me engaged and when I pretend care more for a character with a lamp for a head than any of our mains and villains, that's a bad thing. At least other Marvel movies were just poorly written or infuriatingly written where you get some emotions, here, nothing.The characters aren't really characters here. They are vessels for the storytelling and nothing more. They don't do anything, barely have arcs, and barely represent humans. They act and feel like written robots just moving from A to B and dose whatever the movie wants them to do. Once again, the soullessness shows itself. Antman feels barely like himself. His family are just there, and the title character Wasp are barely in the movie. The balancing of the 5 different main characters isn't there and we never get to connect with any of them. The new characters are also just here and when the villain MODOK has more of a character arc than any of our main characters that's a problem.You have heard about it but it really is that bad. The effects are so terrible in this movie. We are given an entirely new world to explore, but none of it has any impact because it´s just like brown and because they do the green screen trick, out of focus. I want to see what´s going on in the background, I want to see the quantum realm. But I´m given nothing but blur. The problem with that is I can only see this movie as characters standing up against a wall trying to act. The visual medium that movies are, are not utilized at all here, it´s just person one, talking to themselves against a brown wall of blur. It´s embarrassing to watch. MODOK looks like absolute garbage with nothing more than a stretchtool used and in general everything just looks so underwhelming.The quantum realm doesn't really fell like it makes any scenes at all. It actually feels like an asset flip with random characters and creatures just being here because why not. I don't understand the world and never felt in awe over how it worked because it´s just a normal town with random characters thrown into it.This movie is split into two separate storylines that are kind of just mushed together in the end because that's what´s supposed to happen. The lack of character and the terrible dialogue leaves none of the two stories interesting and compelling.I have to talk about this terrible script. It is clearly someone's first and you might think that you should cut it some slag then. Well to me, that's no excuse when your 30 something movies in to a franchise, this is where you get the big guns. The plot is clearly an executives clip notes as to what is spoused to happen in the movie and the rest is plastered together with mushy tropes, clichés and writing 101. The dialogue is not how real people talk, it´s whatever is need to be said to move the movie forward and give foreshadowing. The characters have to act like absolute morons in order to make the movie work. Why has Janet not told anyone about Kang before? Why isn't she informing her family at all? It´s infuriating that the characters don't act like humans and are forced to act badly in order to make the movie have surprises. None of the actors can really pull of the stilted robotic dialogue and the acting in general is not good here. I think Jonathan Majors dose the best job here, until the end credit scene rolled around.The humor doesn't really land for the most part for me. Every kind of humor is thrown at the wall so eventually something will land. Random equals funny, dragged out things, word play so on so forth.But this was an introduction to a big bad and to be honest, I´m not afraid. Ant man can win against him, his not a thread. His motivation is also so vague it hurts and I hope we get more of a motivation from him later. This was just a movie to tell you ""hey, this guy is a thing"" and that's all it does. The movie really has nothing going for it and the character arcs are not important and barely done at all. Everything is package in such a cookie cutter way that it hurts to watch.I know I have rambled a lot and it sounds like I have a lot of emotions, but the funny part is, I don't. I feel nothing for this movie and it´s one of the movies where I just felt like I just wasted X amount of time of my life. I wasn't moved or was asked to feel any emotions what so ever and once again it was nothing more than colors and noises from my TV.","
            1/10
            "
"ycxsdhswjs","6 March 2023","True to the trailer, Quantumania picks up nicely where Avengers: End Game left us. Straightforward storyline makes for a good stand alone film but also a great addition to the long running story arc through the introduction of Marvel cinematic universe's new antagonist -Kang. I enjoyed the humour; it has Ricky and Mortey feel to it and I thought it added a nice touch to it. The weird and wacky characters, superb special effects and Whitt dialogue made the film funny and engaging. I can't say it was the best marvel movie that I've ever seen; but, it was still a good movie and far better than most sci-fi content.","
            6/10
            "
"droideka75","19 March 2023","So where to begin... Premise is good, they go to quantum realm, they have an adventure they get back. Quantum realm should have been only half the movie, other half should have been how to get there. No, it's a CGI world with a villain that did nothing but be a joke. That's ridiculous MODOK. He looks ridiculous but he could be at least menacing. And turning ridiculous into something great has always been Marvel strength. Just look at Arnim Zola. He's basically a giant robot with a teletubby tv face in the comics. Pretty menacing in winter soldier. But no they couldn't/wouldn't figure out a way to adapt him, so he's just kind of there. Mostly comic accurate (not even that he's supposed to be body horror deformed) physically but the rest? He's just kinda there for laughs. Laughs that don't come.Fine, but the heros go on a journey right? No! They merely travel. They see wonderous things and what do they end up? Same as they were before. There's no character progression for any of the main cast except maybe Janet! Hope has literally nothing to do the entire movie. Scott and Cassie have a tiny argument about Scott being a hero and having to help. All good by the end, no lessons learned, nothing. Status quo is reset. And the inhabitants are portrayed as inept if they need 4 shrinking heroes that mainly give out a small uninspired speech to motivate them. That's literally it. The heroes do nothing of substance that the inhabitants couldn't do on their own. And such a waste of talent... Even bill Murray feels flat, Wich I thought impossible, but here we are.CGI was shady, some good parts, but mostly boring green screen stuff, or volume. There's even a shot where Cassie and Scott embrace while giant that has nothing to compare them to like a building or something recognizable, so they look like regular size just slightly slower. Got my biggest laugh, but I'm sure it wasn't supposed to be funny, didn't work either way.Some of the character designs are good, the hole guy, the lamp guy, but again they have barely anything to do.The only true quality in the movie is Jonathan Majors as Kang. It literally saved the movie. I can't stress this enough he's phenomenal! And I hope Marvel puts him in much better projects cause he nailed it! Can't wait to see more of him.I'm inclined to think a lot of the blame falls on the writer, that didn't know/care about these characters. It's just poorly poorly written. And KF that approved this.Trend continues for Marvel unfortunately. They try so hard to be funny, they fail. Laughs came easy when they weren't actively ridiculing themselves. They need to take themselves serious and sprinkle some jokes not make a mockery of the source material and frankly of the fans. If the writers don't have respect for the comics, this is what happens. Thor 4 and Quantumania. I thought mom and eternals had issues but at least they took themselves serious. This? This an insult.I give it a 6 mainly for Kang or this would be a miserable 5.","
            7/10
            "
"GoUSN","19 February 2023","Silly hero-type with odd superpower and spotty relationship with his daughter finds his daughter has been fiddling with power that ends up taking them into another what, exactly? Another world? A lesser world? A greater world? Naturally his mother in-law (Michelle Pfeiffer) held a secret that if only the daughter had known she wouldn't have been fiddling with this power.They end up in this adjacent/nearby/lesser/greater/alternative world, and adventures commence, father-daughter mend their relationship, and mother-in-law and father-in-law save the day, with giant mechanized ants, after the usual almost victory then setback then somewhat bigger victory then setback then triumph! And then some incomprehensible post-credit scenes.A poorly written sub-ordinary story you've seen in every movie since done the first time long ago, but mostly in Star Wars IV, V and VI.Bar scene with weirdo aliens? Check.Living squid-like creature as drink stirrer? Check.Jabba the Hutt type character but played without make-up by Bill Murray? Check.Dialogue as witty and creative as Star Wars I and II (which is to say it was neither witty nor creative)? Check.And a narrative that had all of the surprise of a remake of Cinderella? Check.Who writes this drivel? Where has the creativity gone? The only actor in this mess who was competent was Ms. Pfieffer. The others all acted like they first read the script about four minutes before being filmed.One star. And I'm being generous.","
            7/10
            "
"masonsaul","18 February 2023","Ant-Man and the Wasp: Quantumania frustratingly serves the greater the MCU a lot more than it should, abandoning a lot of the stakes and the franchise's unique aspects for a safe and predictable 2 hour phase 5 trailer that confirms the Ant Man trilogy to be the weakest so far.However, it's still a fun and enjoyably wacky sci-fi adventure that doesn't overstay it's welcome, offers the occasional reminder that the MCU formula can work and features a terrific villain in the form of Jonathan Majors' Kang.Paul Rudd is great, it's an inherently safe performance that's likeable without displaying that much range and he nails that yet again. Despite sharing the title Evangeline Lily gets very little to do but Michael Douglas is the scene stealer with the best humour and a lot less expositional dialogue this time around.Kang is a generically evil character here but in the hands of Jonathan Majors he is an absolute force of nature, elevating this one note character into a softly spoken menace who brings the film to life whenever he's on screen.Peyton Reed's direction is fine, it looks competent overall with a few visually impressed moments but struggles to establish real scale within the quantum realm. The CG is the same as it always with these, hit and miss throughout and alternating from impressive to awful within the same scene.The music by Christophe Beck is a bit of a letdown, none of that playfulness or sense of fun that makes the previous Ant-Man scores so memorable is here and it only really comes to life during the credits.","
            7/10
            "
"jolerozeerio","18 February 2023","This is my favorite of the Ant Man trilogy. In this movie, the Ant Family is taken hostage and spread across the Quantum Realm, discovering a truly dangerous madman at the center of this alternate universe plotting his escape. As always, the performances were incredibly fun to watch and it was nice being able to spend time with the Langs and the Pym's as they trek across this vast and surreal landscape.Certain characters get more play than others, which is regrettable. Evangeline Lilly feels sidelined in this film which doesn't feel right given her characters importance in these movies thus far. Michael Douglas and Michelle Pfeiffer are charming as ever, Paul Rudd feels dynamic and confident in his third solo hero outing, but the real gem of this story is Jonathan Majors and Kang the Conqueror.Unlike He Who Remains, Kang is without whimsy. He isn't playful or charming, he is ruthless and deeply driven to escape the Quantum Realm to continue his conquest across time and space. He is played with genuine menace and arrogance, truly displaying the danger he represents to the Avengers and the multiverse as a whole.Overall, this is a strong, albeit inconsistent start to the MCU's Phase Five with the promise of more adventure to come.","
            2/10
            "
"glorifcus","22 February 2023","Jonathan majors as kang is a joy to see. Michelle pfeiffer, Michael Douglas, Evangeline Lilly step up to the challenge having amazing moments. The film ending is somewhat lackluster, also its introduction to ideas and characters that never develop rightfully drag the pace and momentum. Also the performance by actress Kathryn newton is unfortunately one of the dragging moments on screen: not convincing and plenty of occasions forceful. Paul Judd as the so called ""small guy with room to grow"" is good, but not amazing that will blow the audience away in the titular role. The film has several ideas that surely the marvel cinematic universe will come back to pick up and use, lets hope that they will un due time will have their time to have enough room up grow.","
            7/10
            "
