"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"pjcguy-963-677261","25 December 2023","How the hell can anyone pan this movie? Everything about this movie is in the same mode as all of the previous Indiana Jones movies, from the chase scenes to the unbelievable escapes to the Nazis to the classroom to the mix of times and space, this is an Indiana Jones adventure from start to finish. The ending left me weeping because I actually saw ALL of the previous movies, I actually enjoyed ALL the previous movies, I loved the formula of the movies, I knew the characters of these movies, and I have grown old with these movies along with the stars. Those panning this have not lived long enough to understand them.","
            8/10
            "
"apereztenessa-1","2 July 2023","Indiana Jones and the Dial of Destiny achieves its goal: to make a true Indiana Jones movie. It is fun, full of action that doesn't feel pulled out of a PowerPoint, and with a story and characters that bring back the spirit of the original films without feeling formatted or repetitive. Not a small feat, and if you love Indiana Jones, I think you will like this installment.A number of critics have mentioned that the film highlights how Indiana Jones is out of his element in the sixties, and they center the film on that feeling. I disagree. While that context is surfaced in the beginning, it's there only to show more strongly how Indiana Jones as a character and hero is almost timeless and how as soon as he puts the hat on, the adventure is back as if time hadn't passed.This is truly the boldest bet of the film: it chooses to believe that an 80-year old Harrison Ford can play the physical action hero again. In that sense, Dial of Destiny is diametrically opposed to Logan (James Mangold's iconic take on a superhero movie) which explored how a superhero aged, and if anything, the film is closer to some Stallone movies such as Rocky V or Rambo, which put forward heroes that rejected their aging.So why this thematic change when Logan worked so well? Because Logan aged its actors, and Dial of Destiny started from an 80-year old Harrison Ford. Depicting the actors' old age, decrepitude, as he took on the role for the last time was not the goal, and would not have been respectful. Right after the initial de-aged scene, a shot shows the body of Harrison Ford coming out of bed, scarcely dressed. It's a shot that was not required, mind you, but that is there intentionally to show the reality of this man, a shot that is there to say to the audience: ""This is what this body is now. Do you want to revel in this sad reality for two hours, or are you willing to dream one last time, and believe this man can be the hero you love?""The choices in the rest of the film all flow from this initial decision. Everything is aimed at creating the illusion that this man can still be a hero in a somewhat credible way. Action scenes primarily in vehicles vs overly physical, dimly lit scenes so that aging is less visible. I believe the bet works, and it was not an easy one to pull off. In a different time, one could have imagined a younger actor reprising the role. I do believe that is possible and it will come, and I will confess I am eager to see a vigorous Indiana Jones on screen again. Until then, Dial of Destiny is a love letter to Harrison Ford and the Indiana Jones that he was, and who filled our dreams as children. And it is a highly enjoyable ride.","
            7/10
            "
"Shakor77","30 June 2023","I didn't expect much from this movie as I know that it would be another disaster made by Kathleen Kennedy's Lucas Film and sadly I was right.I grew up watching Indiana Jones and although I never took it that seriously it was a fun adventure/action flick with a potent Harrison Ford. This is anything but.Indy, beside the a short prologue where they used CGI to de-age him, is a sad old man who down for the count and although you think this movie is about revitalizing him to his old self but it is not. It is yet another Kathleen Kennedy trademarked plot of replacing a white hero by a (white) women who is so dislikeable that it is hard to feel anything good about her.The plot is convoluted and in disarray which makes me think it went back and forth in the cutting room and I could not care less where it went and just wanted to leave the cinema. RIP Indiana Jones, you deserved better.","
            2/10
            "
"dominoder","9 July 2023","I remember going to the cinema to see Raiders of the lost Ark when I was 16 and it became my all time favourite movie & I have loved every single movie in this franchise since.The latest offering is no exception, it's got what you want from an old fashioned movie, action, adventure, great villain, reasonable plot, humour & Harrison Ford.I'm not sure why some of reviews dislike this film, maybe they just want to see it fail?! But if you are a true fan of the series then you're going to love it.Harrison Ford loves this character and it shows,who cares what age he is he still plays Indy brilliantly. There's plenty of fan service in the film, I only wish is that a certain lady had more screen time.Also the score from John Williams is spot on!!If you want a fun family action adventure go and see it!!","
            8/10
            "
"indiana1981","24 December 2023","Just watched this movie a few months after it came out. I saw the reviews were mixed, which is why I put it off, but honestly, I don't know why people were disappointed...As an Indie fan, I have high expectations and this movie does please in all areas. Firstly, I am happy this movie retains the darker vibe we feel in ""Raiders of the Lost Arc"" - (I know some people didn't like this?). I also like the Nazi theme. And given Indie's age, he does not overly exert himself, his character is realistic for his age.I think Phoebe Waller Bridge is a nice addition to the franchise too. (I would have liked to have actually seen more dry British humour, but maybe this was toned down for an international audience).I was worried the story around the artefact they were chasing, would at some point unravel into a mess, (like the last movie), but it didn't. And I have to say the ending made me smile, it was cute and I loved seeing Indie end his stint embracing with Marion.I guess ""Raiders of the Lost Arc"" holds so much nostalgia for me, but I enjoyed the small sprinkles I saw in the movie.The only thing noticeable, is that Steven Spielberg didn't produce this movie. But all in all, I'm happy Harrison's final movie was produced at a good standard, it's entertaining, has a good storyline and keeps you interested.Definitely worth watching.","
            6/10
            "
"Mr-Fusion","6 July 2023","It's fine. I guess.All throughout ""Dial of Destiny"", there were two biases I couldn't shake. One was the age factor that was so stressed back in ""Crystal Skull"", (the passage of time, dearly departed friends and overall aging). That was fifteen years ago(!), and here we are again because Iger wants to cash in on another IP. That's the other problem I had: why are we here? That's really the movie's overall burden.It's not a bad film, it's just *there*; it ticks off boxes with a very long running time and an insufferable Phoebe Waller-Bridge. ""Dial"" occupies that middle ground between ""Raiders"" and ""Crystal Skull"": safe and boring.Kudos to Ford for proving himself yet again and I appreciate the desire to give his favorite character a proper send-off. But this is a clear-cut example of a studio refusing to leave well enough alone.The perfect ride into the sunset happened two movies ago.","
            2/10
            "
"WhiteRau","4 January 2024","Good to see Jones back in the saddle. Pacing was a tad drawn out, making the sequences feel a unnecessarily tedious. The writers obviously didn't know how to write a building historical interest into the show, so it fell back to overly long 'action' scenes without meaningful ties to the point of it all along the way. The new female co-star is not very appealing to either look at or listen to. They tried to hard to make her 'edgy' and she wound up just a straight-up, plain b*tch. Worth a watch on your platform of choice despite it all because the show winda out to a pretty good ending, for which a grudging nod can be given.","
            7/10
            "
"MAD_PIGE0N","28 December 2023","I'll go shortly with the CGI, the acting and the soundtrack - this is all very good, especially Mads who is one of the best actors.The character of Helena is inadequate, her behaviour makes no sense throughout most of the movie. At some point, I wondered do I watch ""National Treasure: Book of Secrets"" - it was cunningly (of course) solving some hidden riddles which is kind of stupid and cliche. And in the end, the smart nazi scientist got the data wrong, but a History teacher and a thief got it right - come on! Plus, this entire nazi story is another cliche by itself - try some other villains.It is a watchable movie, kind of keeps a dose of the Indiana Jones spirit, but is nothing close to the old movies mostly because it's a modern Hollywood interpretation. The usual adventure movies with Dwayne Jonson are more exciting, at least are more creative.","
            7/10
            "
"vjlatus","17 December 2023","Okay, so the ending was not very satisfying for me, and there was a little too much reminiscence with the younger Indie for my liking. I felt that the sound mix was badly balanced with the dialogue far too quiet and the music too loud, so I found the dialogue hard to follow. I saw Antonio Banderas on the credits, but didn't even notice him in the film, so whatever scene(s) he had were just not memorable. I didn't like the thieving goddaughter character, her ""jokes"" were not funny, and her short round replacement was contrived, and didn't have the same charm that the original had. But that said, it was a reasonable romp through classic Indiana Jones territory, and a decent enough story.","
            6/10
            "
"TheNamelessCzar","1 July 2023","I've never been a huge fan of the Indiana Jones movies, but my kids were excited to see this and given the legacy of the franchise I thought I needed to see the final film in the theater. The action sequences are exciting as long as one doesn't put too much thought to them because otherwise, the movie completely falls apart. So many things happen that force you to disavow all common sense and logic, it becomes laughable at times. The first half was a little boring, and the second half was a little silly. Overall, it was OK but nothing special. Check your brain it at the door, and you should do fine.","
            7/10
            "
"cjonesas","20 November 2023","Astonishingly, a very entertaining and instructive movie having the Indiana Jones early spirit that I liked very much. It is super well-made with lots of super shiny adventurous nonsense, unbelievable ""indestructible"" Tok Tok car chases and even a live historical battle in 214 BC!I never thought that seeing an 80+ y.o. Harrison Ford in a super adventurous swan song Indiana Jones would be enthralling and satisfying, but, here I am, satisfied and grateful and going for an ""IsCream""Screenplay/storyline/plots: 6.5Development: 8Realism: 6Entertainment: 8Acting: 7.5Filming/photography/cinematography: 8VFX: 8.5Music/score/sound: 7.5Depth: 7Logic: 4.5Flow: 8Action/adventure/sci-fi: 7.5Ending: 5.5.","
            8/10
            "
"thomasbungay-80306","28 June 2023","Indiana Jones and the Dial of Destiny is a great conclusion to the franchise. The director, James Mangold does a similar job to what he did with 'Logan' and does a fantastic job concluding an old man Indy on his final adventure. Surprisingly, Phoebe Waller Bridge was a highlight of this movie and a great inclusion along with Ethan Isidore who plays 'Teddy' a young character much like Short Round. They keep the franchises tung and cheek comedy going throughout and Mads Mikkelson does a great job as the antagonist. The story is actually really solid with the time travel element keeping you on you're toes throughout. Harrison Ford obviously is fantastic once again as Indiana Jones and does a great job performing an older and more run down interpretation of our favourite archaeologist. As an action and adventure movie on its own it's consistent and fun throughout however you can't help but feel it's missing a little bit of that Indy charm that Steven Spielberg brought to the franchise. Of course it's not as good as any of the original three films, but other than that, it's a really enjoyable film and a great end to one of my favourite movie franchises of all time!","
            7/10
            "
"Holt344","6 July 2023","Indiana Jones and the Dial of Destiny is the fifth and final film in the franchise, also the first which is not directed by Steven Spielberg nor written by George Lucas. It's instead directed by James Mangold but if I remember correctly I read how Spielberg was there to help give his thoughts. Mangold co-wrote it with Jez Butterworth, John-Henry Butterworth, and David Koepp. The latter of them wrote the screenplay for the previous film in the franchise. The film stars Harrison Ford, John Rhys-Davies, and Karen Allen reprising their roles as Indiana Jones, Sallah, and Marion Ravenwood, respectively, from earlier films. New cast members include Phoebe Waller-Bridge, Mads Mikkelsen, Antonio Banderas, Toby Jones, Boyd Holbrook and Ethann Isidore.Set in 1969, the film follows Indiana Jones and his estranged goddaughter Helena Shaw trying to locate a device that could change the course of history before Jürgen Voller, a Nazi-turned-NASA scientist, can take it for himself and change the outcome of World War II.Fifteen years ago, I'm fairly certain my father took me to see Kingdom of the Crystal Skull after having shown me the other ones, which made me fall in love with the character of Indiana Jones and the adventures plus the mythology around the archeological finds. Steven Spielberg directed every installment and was close to direct this one before deciding not to, James Mangold was a great replacement and possibly the best person for the job which he shows in almost every scene, it's the writing that drags the film down though. I miss Steven Spielberg though, he's important for the franchise, as important as writer/producer George Lucas. What I think many including myself thought is how would this film turn out with a new creative team under Disney and Kathleen Kennedy, it ended up being a satisfying conclusion to Indiana Jones and a good adventure film. What each film had, including what was the worse one ""Kingdom of the Crystal Skull"", was great action sequences and sadly this new film doesn't have many good nor memorable action sequences. There was one which was great and memorable, and it was the last action sequence, which will become iconic I'm sure.Regarding the writing, there actually was character development for Helena Shaw which I didn't think there would be, the dialogue was bad for her though. I liked the character development for Harrison Ford, though the characterization in the beginning was a bit off. It's thanks to the themes which made his arc so great. Overall though, the writing was actually quite okay! I really liked the story, the characters and especially the antagonist. Mads Mikkelsen along with Harrison Ford had the best performances, Helena Shaw's friend Teddy Kumar became extremely unnecessary in the second and third act, having so much plot armor and being perfect in everything left a sour taste for me. I liked the characters of Basil Shaw and Renaldo. One important character that's missing is Mutt, killing off Mutt/Henry Jones the third off screen is something I'll always ask myself, yes Indiana Jones and the Kingdom of the Crystal Skull isn't the best Jones film but Mutt was not what was wrong with the film. I dislike how Disney or Kathleen Kennedy love to make these well known characters (first Han Solo and then Luke Skywalker and now Indiana Jones) into a grumpy person who had a failed personal life and gets divorced, it's something with the old iconic characters which she loves to destroy. Mutt was supposed to take the hat when he was older, now the story has changed. With all that criticism over the way, I also think they managed to do it in a good way, adding extra layers to the first and third acts of the movie through a blunt, emotional reveal. It also offers dramatic motivation, a trauma to dwell on. More than anything, it reflects the more serious nature of part five, whose eulogy for an unpopular addition to the family tree is all part of its attempt to give the legendary Indiana Jones a less-silly parting adventure. As a plot design, the Dial of Destiny was pretty good, mostly as it goes hand in hand with the theme of loss and what you could go back and change if you could. I actually liked the ending, it was a fitting ending to the character of Indiana Jones in his fifth and final movie. According to Mangold and Ford, Dial of Destiny is about age, time and family relationships. Mangold said the film ""is not about aging per se, but time - the way time travels for all of us, the way we all get older as the world changes around us."" I really liked James Mangold's direction and visual storytelling, I just wish the screenplay was better. This film suffers the same as the previous film in the franchise, an overabundance of digital effects and CGI, all of which combine to create a world that is as visually unappealing as it is unconvincing. The musical score by John Williams remains one of the highlights. Steven Spielberg was a executive producer on the film, serving as a mentor to James Mangold aswell .I agree with both of these critics, positive and negative. John Nugent of Empire Magazine gave the film four out of five stars, complimenting Ford's performance, and noted Mangold's camerawork ""moves confidently through action set-piece after action set-piece, keeping up a frantic pace."" David Rooney for The Hollywood Reporter criticized the film, writing ""it's a big, bombastic movie that goes through the motions but never finds much joy in the process, despite John Williams's hard-working score continuously pushing our nostalgia buttons and trying to convince us we're on a wild ride.""Indiana Jones and the Dial of Destiny is quite a good adventure film, but it lacks that extra heart which the previous films had. James Mangold tries and you see his love for it. The film left me satisfied and happy, yet also disappointed as the fifth and final installment could have been so much better. Say what you want about George Lucas, this was his character and story, and it's unfortunate we didn't get to see his story for the final film, like what Disney and Kathleen Kennedy did with his sequel trilogy plans. I think any fan of Indiana Jones should watch this, Harrison Ford is great in it and the return of Sallah will be appreciated by many. I think the audience are wrong in rating it so low, It's far from perfect, but it's just great in a lot of ways but also bad in some ways. There's no aliens in this film if you disliked them in climax of the previous film, instead it's time travel and Hollywood is all about time travel and multiverses right now. The villain is less cartoonish and it's why I think he works extremely well, Indiana Jones is also back fighting Nazis. I liked the film and writing this the day after, my opinion haven't changed which it can, seeing a spectacle like this at the cinema is an experience itself. It was an incredible experience! An adventure film for the family.","
            2/10
            "
"fdhvs","28 June 2023","We all now know & accept The Last Crusade should've been just that. Indiana Jones riding off into the sunset at the end of a perfectly satisfying trilogy.Then some bright spark thought we needed aliens & Shia swinging through the trees with the monkeys so we got the abomination which is KOTCS.I was hopeful Dial of Destiny would let Indiana sign off with some dignity but no, we have the PWB show & some kid shoehorned in to try & recreate the chemistry of Short-Round.An Indy adventure with him travelling through time should've been a sure fire hit.Disney, as with Star Wars, have conspired to somehow ruin something which couldn't possibly be ruined!!","
            9/10
            "
"moviemanager","28 June 2023","This Indiana Jones movie was a tribute to the fans of the movie. I have always liked movies where imagination is used richly. Everything is possible in movies. Harrison Ford is naturally the biggest star of the film. Of course, there are important characters from other parts of the film series. I think the movie got off to a slow start. The opening is also not the best in the film series. The best starting part is still in the last crusade. In the film, we moved forward in time to the 60-70s, corresponding to the real passage of time. Indiana Jones still has enemies in this movies. Actually, the same manifestation of evil that he has often fought against. But then the best part. The end of the film was something really amazing and unprecedented in the film series. You have to see it for yourself. With a smile on my face, I can say that this was a good movie and a great ending to the series...","
            7/10
            "
"rexmatthewj","19 July 2023","Indiana Jones and the Dial of Destiny is the fifth and final installment in the iconic adventure franchise that started with Raiders of the Lost Ark in 1981. Directed by James Mangold and co-written by Jez Butterworth, John-Henry Butterworth, David Koepp, and Mangold himself, the film brings back Harrison Ford as the legendary archaeologist and adventurer, who must once again stop a Nazi-turned-NASA scientist from using a powerful ancient artifact to alter the course of history.The film is set in 1969, a time of social and political turmoil, as well as scientific and technological breakthroughs. The film explores how Indy fits into this changing world, as he faces retirement, loneliness, and grief.The film also features a formidable villain in Mads Mikkelsen, who plays Jurgen Voller, a former Nazi astrophysicist who works for NASA but has a secret agenda. Mikkelsen is menacing and captivating, as he portrays a man who is obsessed with power and glory.The film also suffers from some overuse of CGI effects, especially in the opening sequence where Ford is digitally de-aged to look like his younger self during World War II. The effect is distracting and uncanny, and it takes away from the realism and authenticity of the film. The film also relies too much on familiar action set pieces, such as chases involving trains, cars, bikes, planes, etc. Some of these scenes are thrilling and inventive, but others feel repetitive and derivative. The film also lacks some of the mystery and wonder that made the previous films so captivating.Indiana Jones and the Dial of Destiny is a mixed bag that offers some entertainment and frustration. It is neither the best nor the worst film in the franchise, but a safe and predictable one that fails to please anyone. It is a film that shows its age and lacks identity. It is a film that could have been better with more originality, creativity, and daring. It is a worthy farewell to one of the most iconic characters in cinema history, but it does not match the brilliance of the original trilogy.","
            2/10
            "
"sunnycielo","6 December 2023","The first few minites transported me back to the 80's as a kid, first time watching this in the school auditorium on a rainy day schedule. The excitment, the thrills, the music!! Then it all went downhill, quickly i might add. This might as well been a cameo movie for Indy because the women hogged up all the screen. And she wasn't that interesting! Who was this best friend that we NEVER heard of in all of Indys history?? Why was this women given so much screentime? Really, a time wrap, only to stay later on??? And why have this impossible plot hole of a story, at least in the other movies there was a element of realism, this just made you go """"REALLY??"" And most importantly, where was SHORTROUND????!!!! This should of been a passing of the hat for Indy bit we got slighted by this. As i women i am going to say that we do not need a women heroine in every freaking movie. Having said this, *YOU KNOW WHO* should of been more in this movie, it was all about her anyway........","
            6/10
            "
"Prismark10","9 July 2023","When Indiana Jones and the Temple of Doom was released, it heralded the end of the whip cracking archeologist. By the early 1990s, Spielberg and Lucas were trying to fit in a fourth movie.It eventually emerged as The Kingdom of Lost Skull in 2008. I think it was shot in George Lucas's backyard, with all the money he accumulated, he has a very big yard.Now Indiana Jones and the Dial of Destiny acknowledges that Harrison Ford is no spring chicken. Lucasfilm has been purchased by Disney, both Lucas and Spielberg are back as executive producers.It starts with a de-aged Indiana Jones along with friend Basil Shaw battling the Nazis on the train to retrieve the holy Lance of Longinus. It turns out to be a fake but he has found half of the Archimedes' Dial.The de-aging is done well although the eyes do look a bit animated. Also some of the scenes are basically stunt doubles with a younger Harrison Ford mask.It then goes forward to New York 1969, Professor Jones is retiring as a lecturer and he lives alone in a crummy apartment. It is also the day of the homecoming parade for the Apollo 11 astronauts.Jones is visited by Helena Shaw (Phoebe Waller-Bridge) his goddaughter and the daughter of Basil, she is also an archeologist but she wants money and glory. Helena also wants to know about what happened to the half of the Archimedes' Dial which is thought to be lost.Also after it is Astrophysicist Jürgen Voller (Mads Mikkelsen) who was there with Indiana Jones on that train back in 1944. Now he works for NASA, but he has always remained an unrepentant Nazi.Director James Mangold has tried to keep with the story beats of Raiders of the Lost Ark and Temple of Doom. A search for mythical artefact. Voller wants the dial as it may allow him to go back in time and change the course of Nazi history.As for what happens when the dial starts to work, I think it was a smart time travel move. A nod is owed to the Doctor Who story Blink.As for the movie, given the fact that big blockbuster action adventures roll around several times a month in peak moviegoing season. I enjoyed this. One last ride with Harrison Ford and some senseless fun.Mangold obviously tries to copy the Spielberg formula. David Koepp who is Spielberg's writing fixer is onboard. The one big negative was the movie was too long.","
            6/10
            "
"griffithxjohnson","7 August 2023","Interesting concepts but not fully utilized to end the franchise. The pacing drags with the long runtime but there is plenty of exciting action & set pieces. The score & tones fit classically..
..
Interesting concepts but not fully utilized to end the franchise. The pacing drags with the long runtime but there is plenty of exciting action & set pieces. The score & tones fit classically..
..
Interesting concepts but not fully utilized to end the franchise. The pacing drags with the long runtime but there is plenty of exciting action & set pieces. The score & tones fit classically..
..
Interesting concepts but not fully utilized to end the franchise. The pacing drags with the long runtime but there is plenty of exciting action & set pieces. The score & tones fit classically.","
            6/10
            "
"Joshmcswain","8 December 2023","Minor spoilers ahead.I watched this film with no expectations since most reviews said it was not good. However, I went into it with an open mind and was pleasantly surprised. This isn't some amazing work of cinema, but it's not a bad way to spend 2.5 hours. Watching it once, I am not sure I'd watch it again but it's an alright movie.The biggest quibble is the film is too long. There could have been 15-20 minutes trimmed off the film to make it less of a drag. The opening scene drags, it could have just been Indy stealing the dial instead of an extended scene about the lance that pierced the side of Jesus is a fake and then it's not relevant to the rest of the story.The chase scene was long and could have been shortened.We know that Indiana Jones is about how Indy is changed by those around him, and while he is reconciled with a long lost goddaughter that really can't outdo his long lost son from Kingdom of the Crystal Skull. Regardless of what you think of Crystal Skull, it seemed like a natural conclusion for Indy.So all in all, as long as your don't have your mind made up beforehand you'll enjoy it even though it is flawed.","
            6/10
            "
"JapanMovies","30 August 2023","Indiana Jones and the Dial of Destiny marks another captivating addition to the Indiana Jones film series. It's speculated that this could be the final installment, with Harrison Ford reprising his role as the iconic Indiana Jones for possibly one last time. While Ford may not be performing his own stunts due to his age, his acting skills remain top-notch and impressive. The film's enhanced graphics are visually stunning and add to the thrilling action-packed storyline that fans have come to love. The desire to watch this film repeatedly is undeniable, leaving viewers with a longing for more. For those who have followed Ford's acting career over the years, this film is a fitting end to his portrayal of Indiana Jones.","
            9/10
            "
"steveinadelaide","22 July 2023","Indiana Jones and the Dial of Destiny marks the final instalment in the adventure franchise that began in 1981 with Raiders of the Lost Ark. James Mangold directs this film taking the reins from Steven Spielberg. It brings back Harrison Ford as our archaeologist and adventurer in his late 70s and contemplating retirement. Joining him is Phoebe Waller-Bridge, a journalist and novelist who becomes his new sidekick. We also see Antoni Banderas portraying his friend and rival, a treasure hunter. At the same time, Mads Mikkelsen takes on the role of an antagonist who is a Nazi war criminal and occultist with an insatiable desire for the mythic Dial of Destiny that holds immense power to reshape history.The movie pays homage to its predecessors by incorporating references to characters, locations, and artifacts. Alongside these elements, it injects energy and humour through Waller-Bridge's sharp-witted and sarcastic performance, impressive action sequences and stunts. The story delves into Indiana's struggle with aging.Nevertheless, The Dial of Destiny has flaws that prevent it from soaring to the heights of its predecessors. The storyline is quite complicated. It seems unrealistic, with many coincidences and contrived situations. The movie's tone feels inconsistent, shifting between serious, silly, and sentimental, without a sense of coherence. While the direction is competent, it lacks the style and vision often associated with Spielberg's work. The musical score is decent enough but fails to leave a lasting impression. The cinematography comes across as lacking inspiration. As for the production design, it's decent. But it's not remarkable. The special effects vary in quality. At times they can appear cartoonish. The editing feels choppy and unpredictable, affecting the flow of the film. The pacing is sluggish and uneven throughout. And the dialogue tends to rely on clichés and predictable lines.The Dial of Destiny cannot be considered a disaster; however, it falls short of being a masterpiece. It ends up being a forgettable farewell to a character and franchise. Some moments provide fun and excitement, but some feel boring or disappointing. It neither tarnishes nor elevates Indiana Jones's legacy-it simply exists in a way that may please existing fans without attracting ones. Personally speaking, I found myself pleasantly entertained by it.","
            7/10
            "
"arsalanweb","2 September 2023","Indiana Jones and the Dial of Destiny is a triumphant return to form for the iconic franchise. Harrison Ford is still Indiana Jones, and he's joined by a great supporting cast, including Mads Mikkelsen, Phoebe Waller-Bridge, and Boyd Holbrook. The film is a visually stunning adventure that will keep you on the edge of your seat from beginning to end.The film's plot is simple but effective. Indiana Jones is tasked with retrieving a legendary dial that can change the course of history. He soon finds himself in a race against time to stop a former Nazi from using the dial for evil.The film's action sequences are some of the best in the series. They're exciting, suspenseful, and full of humor. Ford is still a master of physical comedy, and he brings a lot of energy to the action sequences.The film also features some stunning visuals. The film's production design is top-notch, and the film's special effects are some of the best I've seen in a long time.Overall, Indiana Jones and the Dial of Destiny is a must-see for fans of the franchise. It's a fun, exciting, and visually stunning adventure that will leave you wanting more. I give it 8 out of 10 stars.Here are some of the specific things I liked about the film:Harrison Ford is still Indiana Jones. He's still got the charisma, the wit, and the action chops to make the role his own.The supporting cast is great. Mads Mikkelsen is a particularly good villain, and Phoebe Waller-Bridge is a scene-stealer as Indiana's goddaughter.The action sequences are some of the best in the series. They're exciting, suspenseful, and full of humor.The film is visually stunning. The production design is top-notch, and the film's special effects are some of the best I've seen in a long time.I would definitely recommend Indiana Jones and the Dial of Destiny to fans of the franchise. It's a fun, exciting, and visually stunning adventure that will leave you wanting more.","
            1/10
            "
"siroansaydosh","29 August 2023","First off i do not understand all the grumpy comments, is it the best indiana movie? No,
But it's still a great movie, I think people are afraid of change and new chapters,
It's entertaining with a new fresh look but still got some pieces of the old nostalgic Indians jones movies.I don't think they could make it much much better then it is, yeah maybe some things could be different but in the end, if you like Indian jones without being a grumpy person that it is affraid of a new chapter, this movie is for you. I would give it 6.8 but let's say 7/10.Just enjoy the movie with great new characters and an real adventure in Indiana spirit,","
            10/10
            "
"waywarddrifters","30 June 2023","At this point I'm convinced that these corporatists at Disney are deliberately out to destroy every last film franchise that had any spirit within it over the last 45 years or so. How this film gets such praise is beyond me.I saw ""Raiders"" on home video just before ""Temple of Doom"" hit theaters as a boy. It became my favorite action / adventure film of all time, and rivals""Jaws"" as my favorite film of all time. I also loved the first two sequels. However, like most die-hard fans, I can't stand ""Crystal Skull,"" and walked into this film on opening night nervous, but objectively hoping they'd give my childhood cinematic hero the proper send-off. If by proper, had I meant modern, where you can't let a man be competent, strong, and daring, then I guess it fits. But the movie is a dumpster fire.""The Dial of Destiny"" is beyond stale. The horrid green screen effects, the CGI, and the ever-condescending Phoebe Waller-Bridge ruin this film completely. You could have cameoed every notable character from the preceding films, and it still wouldn't save this doomed opus.You want this film summed up bluntly? Take the scene in ""South Park"" where George and Stephen corner Indiana Jones and have their way with him, and multiply it by the tenth power, and you have this mindless, heartless, cash-grab of a film.I adore Harrison Ford, and gave a star for him doing the best he could with a dead-on-arrival script, and I gave a star for Mads Mikkelsen's performance - which was as great as it was underwritten. But that's it. Literally everything else about this movie was them relieving themselves on a cinematic icon - in front of the world.The worst aspect of this film is that it is so poorly written that multiple characters deviate from their established character traits, and say / do things that seem - well - out of character for them. The writing is nothing short of mindless and lazy.Comparable to the bad writing are the rushed and poorly executed special FX. The action scenes in this film make Shia Leboeuf doing his Tarzan impression in ""Crystal Skull"" look like a welcome cinematic escape. Minus the original ""Jurassic Park,"" and ""T2,"" I've never been much for CGI, but this film really nukes the fridge! (Ha!) Some of the FX were so bad that they felt like a jab at the audience. Then there's the ""modern audience"" pandering. I'll spare you. Just know that this film is everything that is wrong with movies in this day and age.The good news is that I doubt Disney can make anywhere near their money back on the steaming dump they took on an icon. And I hope they lose so much money that the only place you can find their logo here soon is in a museum. To do this to a character like Indiana Jones in an effort to keep their ESG score up, and keep the blue-haired mob from threatening them, is a sad, disrespectful end to a largely amazing franchise.It's fitting. Cinema is as dead as critical thought, and our icons now perish in fires built by madmen.As Belloq put it in ""Raiders,""
""Indiana Jones - adieu!""","
            6/10
            "
"Chi-C-Dawg","30 June 2023","I REALLY enjoyed it, and even loved it at times. A huge improvement over the last one. It definitely is a more mature Indy and a more mature film. It looks darker like more modern cinema, but the story is fun and full of surprises. I will say it drags a little and could have been tightened, but the story is at least coherent compared to Crystal Skull, annd I never didn't enjoy my time in this film. Overall, I had a blast and it was touching. It was nice in a way that it tried to honor rather than capture the magic of the first three movies and really the power of nostalgia. Those movies LOOK and feel different. We've all moved on from there and this movie kind of does too. A good ending.Also some sexy henchman and sailors in this one.","
            2/10
            "
"patrickhenry-58293","6 July 2023","Ooph...this is tough. I grew up with Indiana Jones. Saw Raiders at the drive-in theater with my dad. Saw every one since on opening weekend. Probably in my top few franchises.I liked this movie, but I wanted to love it. The effects were great, as usual. Action non-stop, at times to a fault. The dialogue lacked the wit we have come to expect, but it was good enough for a few chuckles.Characters...eh, a little flat. The bad guy was a little wooden, not ""evil"" like Raiders and Doom. The new girl, liked her. Fun, smart, quick, kinda cute, very ""wordly"".The story, this is where I struggled. Its not bad, but they had such a good idea with so many options that I waited to be explored, but to no avail. The ending fell flat.I think they made a good movie, but they could have made a great one.","
            6/10
            "
"karinahatem","2 July 2023","Other than the name and the music, this had zero elements of Indiana Jones. Very disappointing and annoying. Stupid story with a plot that got too many holes and unbelievable mistakes, starting with the knife being a fake after a few seconds from looking at it, all the puzzles and codes being cracked in a matter of a minute or two. Silly action scenes. Too many special effects and SGI, that one can tell that Harrison's scenes were not real, also most of his scenes were done by a stunt double, no wonder him being over 80 years old. There were too many unnecessary characters, like Sallah and Renaldo. Phoebe's and Teddy's characters were most annoying, which I believe ruined the movie. Overall, dry disappointing and annoying movie.","
            7/10
            "
