"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"tariqmk","28 January 2019","Let me be right to the point, this is an incredible new leap for DragonBall.They took an old character, a villain with no personality and made him lovable, enjoyable, deep and even stronger. The animation in this film was astounding, you can feel the thuds with every blow, and the backstory (while aspects were retconned) provided the all important context without making you feel like you want to skip to the DragonBall we all know and love.This film has masterfully muscled its way to the top of many charts, and rightfully so. I will remember watching this live in cinema for many years to come.If you are even the slightest of a DragonBall fan, you owe it to yourself to watch this!","
            10/10
            "
"arsalwise","17 December 2018","This is A Non Spoiler Review
Story 8/10
The story is pretty amazing by dragon ball standards. It is simple yet interesting and well written. The only problem I had was that the story could have been fleshed out more and It also felt like the movie wanted to do more but couldn't because of the limited time and because Toriyama-sensei's script was shrunk from 3 hours to approximately 1hr and 45 Minutes
Art 10/10
Pure sakuga !!!! but CGI seems out of place sometimes(doesnt match the 2d animation). I have seen reviews saying that this style is way too old and seems like an old Ghibli movie but they are stupid, The art is amazing, The camera movement, Its Amazing!!! This is the best piece of work Toei has ever animated and I am not even exaggerating because most Toei's work is pretty....You get my point. (cough cough One Piece,DB Super cough cough)
Sound 9/10
Very Well Composed, Absolutely Amazing! Though the wrestling announcer chants were weird but now they are growing on me after watching the movie 3 times!!! The sound effects for punches and energy blasts were so impactful!
Characters 10/10
The Characters Were amazingly well written and This new broly is amazing! You know that the characters are well written when you like them!
Action 10/10
The fights felt amazing and every punch sent a chill down my spine because of the amazing sound effects!!!Great Camera Work and Wonderful Fight Choreography! The final fight was so quick paced and amazingly animated that my eyes were getting orgasms and couldn't keep up.
Overall 10/10
Great movie with both comedy and excellent action scenes. This animation and story was what the franchise needed!!! Cant wait to see whats next !!!!","
            10/10
            "
"VoodooBangla","23 January 2019","If you're a dragonball fan, you NEED to watch this movie. Definitely one of the best ones.","
            8/10
            "
"shinoda88","20 January 2019","The best dragonball movie ever made..animation and story is exactly how it must be,they fixed brolys character and made him much better..good work","
            1/10
            "
"ThunderKing6","28 October 2023","It's been a long time since I watched some Dragon Ball brawlingsOctober 28th 2023rd.What was Dragon Ball Broly about?:It was only about Goku and Vegeta putting up a fight vs the notorious Broly. Freize like always pulls menacing strings.The Story and the Production Overview:The last Dragon Ball product I seen was the final few episodes of the tournement saga featuring Jiren a few years ago. Now here I am Watching Broly. Truely there is only 10% story. When you thought you were going to get a story, its 90% fighting that was cool at the beginning, it dragged on and it lost me near the mid end.The action and animation is completely fine no doubt. The overdone fighting was the problem.Nevertheless, it was great to sit through another Dragon Ball moment like old times.Highlight:The fight scenes and the orgin story. Also Goku crying was funny as Broly was flinging him around.Villian:Freiza. Such a pain in the toe.Genre: Anime, fightingDuration:Roughly edging 2 hours. Time goes by fast.Rating:Okay!!Final Words:What a Sayin... Broly was OP!!","
            9/10
            "
"lockout-59506","10 May 2022","For anyone who has been watching dragon ball since its inception you would know that the Broly story has already been done and Goku / Vegeta have already fought him durring the Z era. Reintroducing Broly as someone the Z fighters don't know is kind of weird and doesn't make much sense.Lets all be honest, Dragon Ball Z was pretty much the last good series from the dragon ball universe. GT felt rushed and more like a cash in on the popularity attempt more than anything. Everything after that was near unwatchable. I thought maybe this was going to be a remade version of the two Broly movies from the 90s into a single movie with enhanced art and was disappointed when I realized it wasnt. The only reason I gave this a shot was due to the highly rated reviews. Now that I have reread then I think most are fake. Many use the same phrase ""best dbz movie ever"" yet this isn't in the DBZ era. So either these people are bots or they dont know anything about the dragon ball series.When the saiyans first turned into SSJ in the Z series it was awesome! Here comes a legendary warrior not seen in the galaxy for thousands of years. Then another SSJ and another until it became common place and it kind of dumbed down the whole idea. Especially after they kept exceeding the level until they reached some type of God SSJ and even exceeded that.It seems as if the series is going to keep radically changing their hair color calling it a new plateau with more power but it honestly doesnt feel like more, just something different and uninteresting more than anythingAt least their keeping up with the rest of the film industry, constantly remaking or cashing in on top name franchises with mediocre to garbage film releases. I couldnt even finish this movie. There is honestly little to no story except in the first couple minutes but it never seemed to proceed. The animations were ok but nothing to write home about. Frieza sounds different and Bulma sounds different and neither in a good way. Also the fusion nonsense towads the end (when I turned it off) was all nonsense. First vegeta acts like he has no idea what fusion is or like he has ever seen the dance and then they go on to fail the fusion dance literally making the same exact mistakes trunks ans goten did during the cell saga resulting in a fat and then an ultra skinny fighter that were both useless. The level of unoriginality made my brain hurtIf you are a true fan of the series, do yourself a favor and stay away from this mess and watch some of the original dragon ball and dbz series tv shows an movies.","
            10/10
            "
"Johnny-the-Film-Sentinel-2187","20 November 2021","Dragon Ball Super: Broly is a crazy-action-packed extravaganza that knows exactly what it wants to be; it's a self-contained canonical story in Dragon Ball's continuity that works as a nicely done space-adventure film as it is a superhero film with uniquely anime splashes of humour here and there.This film isn't an overly complicated film to just soak up and enjoy it for what it is: a love-letter and respectful cinematic experience honouring one of pop-culture's most endearing Japanese exports.Dragon Ball Super: Broly might be just accessible enough to non-fans as it is to the most casual Dragon Ball fans out there.","
            6/10
            "
"winstonhallman","18 April 2019","Without a doubt the best Dragonball movie ever. The animations are the best the series has ever been. Combine that with how the movie finally moves Broly into the canon (along with a number of other things) and it will make any diehard DBZ fan cry with tears of joy.","
            8/10
            "
"alexglimbergwindh","1 February 2019","Saw this movie online. Animation was average af most of the time. Some scenes were just rushed and made no sense. I thought this would be awesome since broly was part of it. But I guess I was blinded by the reviews from fans that don't have any standards. The other movies in the franchise is better. Music was good though 6/10Been a fan of dbz since I was a young kid.","
            9/10
            "
"JayWolfgramm","12 March 2023","Broly as a character always seemed interesting in concept. Not just an evil super saiyan, but the super saiyan of legend. But all, and I do mean ALL previous movies with the character failed to make him interesting. In all three of his previous movies he would just run around shouting ""Kakarot"" and smashing things up. Pretty much like the Hulk but without any solid alter ego. This movie takes those lemons and makes Lemonade.This is Broly's best movie. They do change a bit of continuity for him, and it is for the better. This time around, Broly is basically a Tarzan. He has been raised in a wild environment and has had to get stronger from necessity to survive on that planet. He hasn't been trained to fight, but all the strength is there. His motivation this time around also makes more sense. Instead of being mad at Goku for crying next to him as a baby, he is mad at Vegeta because his father tried to have him, and his father killed. That is a far more compelling motive.Not only is this Broly's best movie, it is Bardock's best movie. A good portion of this movie is devoted to reintroducing fans to the backstory of three different Saiyans: Goku, Vegeta and Broly. In order to do that, the movie flashes back to planet Vegeta and shows the situation befoe Frieza fully takes over and does his thing. This does age up Goku and makes his back story a little too identical to Superman but I am OK with that.The movie certainly has a pacing issue. Most of the first half is exposition, set up and character growth. Not a typical first half for a Dragon Ball movie, but a welcome change of pace. The movie is like reading a book and then watching a fireworks show. A lot of character stuff and then all at once explosion after explosion.Frieza is here as well and has some all-time great moments working off of Broly and Paragus. Cheelai and Lime are the best new characters introduced in the series since Beerus and Whis. Cheelai and Broly have a real Tarzan and Jane feel to them.It is a different animation style than the show and sometimes that works for its benefit, but other times the animation quality seems to really drop. I also don't care for the music that does nothing but chant the characters names over and over again.All in all, this is a real solid entry into the Dragon Ball movie universe. So good that I can't wait for it to be folded into the series proper. Not just a good Dragon Ball movie, but a good animated movie in general. It is deserving of the title of ""Super"".","
            10/10
            "
"njasis","18 January 2019","I loved the animation and action in this movie. The characters are fleshed out enough for those who have seen Dragon Ball before, and if you haven't seen Dragon Ball you can still enjoy the movie. The main characters are likeable, and the villain is also quite interesting. There are good guys and there are bad guys, but also someone in between, which makes it all so much more interesting to watch. The fights are awesome, with spectacular animation though of course it can always be better. The artstyle resembles the original series, and the music has some nice tunes here and there that builds up the tense moments. This is one of the things that the movie should have more of - tense moments. Since it""s only 1 hour 30 minutes long the movie feels kinda rushed and thus lacks some dragged out scenes that could have made the moments even more epic. Even the story feels a bit rushed though they did a really good job to explain Brolys background. And who knows, there might be a second movie some day. All in all the positives outshines the rest which makes the movie a great one to watch. A must see for action and anime fans.","
            7/10
            "
"amitpingale92","4 March 2019","The best movie from the franchise. Enticing till the end and the graphics are incredible.","
            10/10
            "
"gavinp9","24 January 2019","'Dragon Ball Super: Broly' is a sequel/continuation/reboot of the 'Dragon Ball' TV series and the two most recent films, 'Battle of Gods' and 'Resurrection F'. Like those, it's like slipping back into comfy pajamas - Goku (Schemmel)'s still funny and righteous, Vegeta (Sabat)'s still got a chip on his shoulder and Frieza (Ayers) is still out for universal domination. Starts with a good backstory of the Saiyans on their planet and how/why Broly (Mignogna) and his father, Paragus (Clarke) are exiled.Not much for secondary characters to do, but we still see Trunks, Bulma, Beerus and Piccolo. Once we've established Frieza's hand in turning Broly bad and bringing them to Earth, it's up to Goku and Vegeta to stop the 'legendary Super Saiyan'. From there, it's pretty much a massive battle scene for the final 30min.As in the series and films, there animation is excellent, the soundtrack's fast, there's plenty of ""powering-up"" and close-ups and enough jokes thrown in to provide levity. It's fun to see new levels of 'Super Saiyan' and their respective colours and the changes in fighting styles these bring. Nothing groundbreaking, but a good ending and decent story.","
            8/10
            "
"ltdan-87266","29 January 2019","BEST ANIME EVER!!! The fight scenes the story the fan fair every bit was a vast improvement to every previous Broly movie and is the best thing ive scene in a long time!","
            9/10
            "
"MrPupkin","8 December 2019","Not very heavy on plot, and removes the badass attitude of Bardock, but it was otherwise a lot of fun. Good characters and amazing action. Broly becomes more than a brute yelling ""Kakarot"" nonstop and shines as a sympathetic anti-hero who we want to see in future installments.","
            9/10
            "
"maen-27172","23 February 2019","So good movie & you can see best fighting in all movie the best anime movie in 2018","
            4/10
            "
"andrewmgardner-84441","20 January 2019","It really was an amazing movie. It leaves you wanting more makes you want to know what comes next makes you want to know more about characters you wouldn't even normally care about for how much they put in this one movie and the fact that flowed all together it was a rather Flawless movie and I couldn't wait to see it and I watched it before I even finished Dragon Ball super the series I'm on episode 125 and I'm not disappointed do yourself a favor get the kid out in yourself and go and watch this","
            10/10
            "
"MovieRiffing","15 July 2019","One would hope that on the second attempt of telling Broly's origin story all of the kinks would be ironed out. Unfortunately, this new entry brings issues of its own. Instead of silly (but somewhat charming) narrative devices bogging down the story, this time truly dreadful CGI ruins the final showdown. Interrupting beautiful 2D animation with underfunded 3D efforts has become commonplace in modern anime, and Dragon Ball Super: Broly got hit square in the face.","
            8/10
            "
"guts-89401","18 December 2018","This is by far the best DB Movie.
The action in it is out of this world.
The animation is fluid and looks gorgeous with the different art style.
Music was epic as well.
Broly is a lot more likeable and has more character than simply being a screaming baby.
Vegeta got to shine and Gogeta had his moment as well.
10/10.","
            8/10
            "
"datautisticgamer-74853","25 January 2019","As someone who watched the entirety of TFS's abridged Dragon Ball Z, I guess I could consider myself an on-and-off fan of the Dragon Ball franchise. For that reason, I was near-captivated by the thought of seeing this movie at my local AMC. My (brief) opinion?At times, the plot felt a little too eager to get to the action scenes, though the action is trademark Dragon Ball: with well-crafted effects and general unpredictability, the animation really helps bring out the action scenes. The writing is occasionally hilarious, but mostly it does a fine job of developing its ""new"" characters. Unfortunately, it doesn't really develop Goku, Vegeta, or some of the other returning characters, as if Toei assumed the audience knew who they were. But that's the thing about anime films like this; they were made for fans. So while it is understandable where Toei was going, it still would have been nice to see a brief time lapse of how other characters like Bulma came to be where they are in the film.For casual audiences, this may very well be worth your time with its action, surprisingly wonderful animation, and insightful backstories on Broly, Paragus, and a few others. For families, do keep in mind that since it's a Funimation dub, they kept most of the language and violence intact from the original Japanese version. On the other hand, I can almost guarantee you will enjoy this film if you are a Dragon Ball fan. Hey, at least it's better than Evolution, right?","
            7/10
            "
"Brevin_Campbell","10 February 2019","When it comes to Japanese animation the franchise of Dragon Ball is probably one of the biggest if not already the most massive. The series, Dragon Ball Z, ran on television from 1996-2003 across 291 episodes and was a cultural phenomenon. The series has sense had a total of 15 movies and loads of merchandising. It was no surprise to most fans of japanese cartoons that the film managed to land in the top 5 making 11 million dollars domestically. (Box Office Mojo) The film does quite a lot to please both old fans and new ones. And in comparison to the older film Broly: The Legendary Super Saiyan this film is not only surpasses it but create a more compelling narrative. It does this with its more compelling characters and backstories for this universe.The film starts out by giving us a bit of backstory on not only the enemy but the world that the Dragon Ball Universe inhabits as it gives us the history on a alien race called ""Saiyans"" or ""Saiyajin""for the japanese audience. It talks about a tyrannical ruler named Frieza who becomes the ruler of this planet of saiyans after their father, King Cold, grants them this authority. This entire halve allows people who have never watched Dragon Ball before to have more of a clear idea of what is going on in the film. Allowing the viewer to get a strong sense for what this franchise is all about. It however also changes the lore up for old fans so that way they stay entertained throughout this first halve by giving us new characters such as the main character, Goku, having a mother, or giving us a better idea of how the saiyan race tends to operate.But what makes the Dragon Ball movie truly more sophisticated than the simple brawls that the series has been known for is its deep dive into its main antagonist, Broly, who is given a rich and complex backstory that will leave many non fans quite impressed as the film attempts to pull on your heart strings. It is probably one of the few times that the writer, Akira Toriyama, has attempted to create such a interesting character. If you look at the original film Broly is much more of this one note brute who only says ""Kakarot"" over and over, and is simply used as a plot device who the heroes must defeat, but here Broly is a person who has been forced into battle by his father, but we see scenes in the film that Broly doesn't want to fight for his dad, and would rather live a more peaceful life. These are aspects of Broly that really help us understand the character being crafted on screen. The film also gives us some new additions like Cheelai who ends up being a pretty great new addition to the rest of the cast and plays a prominent role in Broly's character development. There is a scene between Broly and her when they are at a cafeteria in which Cheelai takes interest and Broly and shows that she finds herself caring a lot for the brute even being willing to protect him.
Now the film is still at the end of the day a Dragon Ball film and because of that there is still a big action fight in the 3rd act and its pretty great, but unlike the action scenes in previous Dragon Ball films this act has more weight to it because you care about the character involved. This gives the action more weight in the big explosive battle.The animation in the final fight also looks incredibly beautiful. When you see the main character and Broly going at each other you can't help but get immersed in the fight and take in all the action. Your eyes wander throughout the screen trying to take in every color change, every deviation of position of the characters, and it becomes both overwhelming but also engaging in a way that allows you to have a clear understanding of what each character is doing, and for that reason alone it is extremely entertaining.There are some areas of the film were the animation dropped in quality mainly for the more comedic moments during the action halve. It was obvious a decent amount of the budget had to go the main character and antagonist punching each other and because of that everything going on around the fight had to be have its quality diminished which was quite disappointing for me as a fan. And while the fights were cool to look at it and the backstory does help them it is a very extensive fight. The movie is 1 hour and 41 mins and the fight takes up pretty much the entire 41 minutes. And it actually ends up being quite glorious the way they manage it. And I must give the director, Tatsuya Nagamine, a lot of props for managing to pull something like this off because it couldn't have been easy.In conclusion Dragon Ball Super: Broly works pretty well as a Dragon Ball film, and even manages to break some expectations giving us a more complex antagonist with a rich and endearing backstory to go along with it. The animation isn't always perfect and the action long winded, but is a great and enjoyable time at the theater and one that I feels really works in spades. And rather you are a new fan or a older one both groups will get something from it.","
            8/10
            "
"FounHUGO","17 February 2019","Although the plot setting battle is the climax, what is really interesting is the rest.","
            10/10
            "
"Stefan_Loves_Movies","13 February 2022","Dragon Ball Super: Broly (2018) is an Animation/Action/Adventure DBZ movie, 1h40m long, directed by Tatsuya Nagamine. It's a remake of the original (1993) version. I think this is as good as the Broly concept can go. This version (2018) of the movie is clearly better than the original. It finally feels like a compelling story. The only thing that bothered me: the fighting scenes were WAY TOO LONG.Conclusion: Dragon Ball Super: Broly (2018) isn't a perfect movie, but it's a step in the right direction. Despite its flaws, I had a good time with it! 7-8/10 stars!","
            8/10
            "
"terrencej31","5 March 2020","Dragon Ball super has really improved on their graphic. This movie was amazing, at one point I was laughing so hard watching this one scene. But the drawing and graphic, almost 3d effect was amazing.","
            10/10
            "
"joeypickles","5 March 2019","Not some earth shattering masterpiece but it's funny, action packed and the art style seems to have gotten down the perfect balance between the original softer lines of OG dragon ball and dbz. it also introduces a great (kinda) new character!!! plus there's some truly great fight choreography in there.","
            8/10
            "
"tfulls","19 January 2019","While I love and enjoy many of the Dragon Ball movies this is the first one that really felt like a real movie. Many if not all before felt like well made put together long episodes of the Anime, which was fine. But this goes ""even further beyond"" that in ways I didn't expect. Characters and motivations are fleshed out in detail and added backstory makes other parts of the franchise feel elevated. If you even sort of like DB please watch this absolutely gorgeous masterpiece of anime.","
            8/10
            "
"GentlemanBugsBunny","1 February 2019","I loved the movie. I am a big fan of the saga, and the graphics were amazing, as well as the idea of the fight scenes. However... the fight scenes were happening way too fast, some jokes were quite idiotic and unnecessary... I was a bit disappointed, in all honesty. But, nevertheless, the movie is a must-watch.","
            8/10
            "
"amitshmueli","13 August 2023","This is really the best movie that came out for Dragon Ball
dragon ball super broly its amazing movie
Finally one of my favorite villains in Dragon Ball returns in broly
The legendary super sayian
It was really fun to finally see Broly in new animation
But without a doubt what was the best in this movie was gogeta legendary fusion of Goku and Vegeta the fight between him and Broly was amazing
the animation
The music
It was fantastic
There was only one thing that bothered me about the movie and that was the plot, it wasn't that much of a plot, but it doesn't matter
In my opinion, this movie was without a doubt amazing, it is the best Dragon Ball movie ever released.","
            9/10
            "
"NDbportmanfan","17 February 2019","Having watched the two back to back; I can safety say this one is better. The problem I had with the original is that they tried to incorporate too many characters into the battles. 1993 had 8 while the new version just had the main two on the battlefield. That leaves plenty of time to actually tell Broly's story in a meaningful way. Which is done fantastically I might add as the flashbacks even help new viewers understand the lore.The fight scenes are very long but the visuals are so amazing that I certainly lost track of time as I was marveling at the beauty. I also was happy with Broly's power growth throughout the film as it felt more realistic than the original movie.What I didn't like about it was a lot of the jokes. I know Goku is the comic relief of the series but I do not enjoy when other characters like Frieza act goofier than him.This movie revitalized my love for the series (It died off after watching GT) and I am excited to see the other movies connected to the Super series.","
            6/10
            "
"juzer03","28 January 2019","Amazing. I am a dragon ball fan and i loved it. Wish it never ended. I want to see more. Wonder what happens next. If your are a fan of dragon ball, go watch it now you wont be disappointed. Like when has this show ever disappoint!","
            9/10
            "
"texasstreetsoldier","9 October 2019","Overall it was acceptable. However as a fan who's watched every episode and movie I did not enjoy how Broly's power was massively boosted to keep pace with Goku's current power level. We all love Goku but others could have fought Broly at a more believable and more canon way","
            5/10
            "
"salinaqvi","15 January 2020","This is without a doubt, the best dragon ball film and one of the best anime films ever. From its excellent animation and action to the surprisingly good story, this is an absolute joy to watch for dragon ball and shonen fans alike. A must see.","
            10/10
            "
"Ido_Fong_Wong","21 January 2019","Let me start by saying that yes the animation was phenomenal and the movie looked very polished, but it wasn't perfect. The use of CGI at some part the beauty they had established, although it seemed used for useless details so it wasn't too bad.As far as I'm concerned everything else goes down from there.. The story was a rehash of the original Broly movie so that point is moot they could've done anything since that's what Super seems to stand for. The story held almost completely and with very few plot holes. However I cannot tell if it was cannon with the rest of the Super series.The characters seems only like total parodies of themselves outside of the fights, but far less intelligently handled than previous iterations of the story. They seemed dumb as rocks and far too accepting for their own good.Now the music I don't know if it that was part of the localisation but it was simply horrible. Adding the name of the characters in it does not make it music, and that is only pointing out one element. Either the series have lost their touch since Super or as always localisation plays a big role.The voice acting or most likely the mixing was also very lackluster. Some of the dialogs were being buried in louder well inserted music/sound effects and they were likely important, but I can't tell because I couldn't hear them so much it was soft spoken. If I had to point out the worst one it would be Frieza.All in all, it is a very entertaining movie, but I wouldn't have needed to see this on a big screen, or at all.","
            5/10
            "
"izi_izu","24 December 2018","Going to cut short here. What can summarized here was that this movie is LIT! However, the transition of animation from hand drawn to cell shaded 3D kinda ruin the experience during battle scenes. I was like that is OKAY but for a epic movie like this one? Better stick to hand drawn animation. Nevertheless, its a solid 10 from me","
            10/10
            "
"kegebler","28 November 2020","Longtime Dragon Ball and anime fan I cannot accept this movie. This is a great Standalone film. Very beautiful animation. However to accept this movie I have to forget about the past three or four movies that this would be referencing. I am referring to the 3 Broly movies and the movie where they first fused in the afterlife. I just don't understand why you cannot reintroduce an old movie properly or just in its original form. The soundtrack of the original was awesome Pantera tens versus this garbage. Sorry. But if you don't even know what I'm talking about you're not a dragon ball or a anime fan.","
            10/10
            "
"cannabinosa","10 November 2020","Wow this is what Dragon Ball Super should have been. I hope that in the future they adapt the manga sagas into móvies like this instead of making another underwhelming anime series with slower pace and bad animation.","
            6/10
            "
"killionriot","31 October 2020","Best anime ever i have to say its a close tie between this in MHA heroes rising. This movie is soooo frikin good","
            8/10
            "
"daphnebiatchie","28 January 2019","Alright, I'm from the generation that watched dbz on cartoon network when i was just a kid. I watched the Broly movie years later then, and I loved them (well, the first one anyways, the second one was okay'ish)From that point of view, I have to say... it's not the same broly,
he looks the same, at some point, and yes, the story behind him is a bit better,
but all that made Broly Legendary, isn't there.What made ""old Broly"" great, was that he was a brute, unstoppable, vicious and just mocked his opponents efforts with a grin and a devastating counter attack.That Broly isnt there in this movie, and if I'm honest, the first part of the movie, the flashback, that part was great, excellent even, but the fight and ""whole idea about broly"" , it just feels like a way too long friendly practice fight.
it doesnt seem like anyone is ever getting desperate, Brolly is powering up to stand a chance against ""the good guys', instead of the other way around.The animation is top of the shelf though, music is good, voice acting..reasonable good, nothing particulary good or bad, just DBZ.I liked it, but hoped for better, and well... there wasnt anything at stake, so there never was any tension building up.
I hoped to see Broly, but it felt more like..Goku vs ""super annoyed Goku""Go watch it if you're a hardcore fan, or just curious, otherwise...dont trust ratings that give max stars for this imho","
            9/10
            "
"sailor_julia","11 March 2019","It's a very good DBS movie the fight, the effect, the cgi and the music but there is some problem with the introduction.
1) They turn Goku into Clark Kent. Bardock stoll a pod to save him? Never happened!
Bardock was desapointed when he saw the force of baby Kakarotto
In the Bardock saga we clearly saw Goku inside a pod, to be sent to earth for conquest. When Radditz found him he is shocked to see earth okay and alive.
2) Vegeta is older than Goku and Broly.","
            9/10
            "
"aqish_poz","24 December 2018","What more amazing is the background music! Love it soooo much. Haha its a must watch!","
            10/10
            "
"reeceio","21 February 2019","Absolutely brilliant anime film, one of the best I've ever seen. The fight scenes were exhilarating and really smash you in the face. I watched this with my boys and they loved it, took me back to when I was younger and then some.","
            8/10
            "
"ogstyle_ogstyle","31 December 2018","Absolutely best dragon ball movie I've ever seen!! I was blown away will watch again. A must see for every dragon ball fan. Great action and animation, solid story and leaves you wanting more.
10/10.","
            8/10
            "
"TristanSilya","22 January 2019","Although I am a big Dragon Ball fan I went into this movie with no expectations except for expecting to see some cool animations and good fight scenes. This is so I can rate the movie with as least bias as possible.I believe if you're completely new then it may be a very shallow and confusing movie and the only thing that might do it for you is the animation and fights.Pros:Animation is very fun, exciting, and refreshing to watch.Gogeta looks amazing with all the blue effect and auras.Sound does a great job at conveying how strong and powerful the moves and hits and blasts are.Backstory helped set up the narrative and fights a little (more later).Has decent funny moments.
Cons:A little too much screaming, even for Broly. A few times in I was shaking my head and thinking, ""okay, I get it, they're overdoing it with the screaming."" Yes, it's Dragon Ball, they do that a LOT and they still overdid it here.When Goku was getting ""Broly Smashed"" in red form he was screaming like he was getting murdered although he sort of just let it happen. It did show that Broly was strong but it also showed how unnecessary Goku can be for no reason when we all know he can go blue form and prevent wasting time and taking a ton of damage for no reason.The last bit was pertaining to Broly. He was introduced as a very strong and loving boy who respects his dad and wants to protect Cheelai when she was getting bullied. He also explains how he made friends with a creature and how he wears it's ear as a sentimental piece. But they also push him as a brute, merciless, killing machine that has no self-control if he gets mad. During his fight he literally became an entirely different person, completely. Yes, he was strong but at the same time it felt like the Broly that we saw throughout the whole movie wasn't there. The explanation was that his dad, Paragus, raised him to be that way. If that were the case then he would also be a jerk when he is calm. Instead, he is a nice, honorable, caring and sentimental person until he fights and he transforms into a merciless monster that would hurt bystanders and innocent people as seen when he tries to attack Frieza (as far as he knew Frieza didn't do anything evil) and Whis for being in the way even though Goku/Vegeta were his main opponent. The fight DID start because he wanted to get revenge for being abandoned by King Vegeta but quickly turned into something more and entirely different. I wish they gave Broly a little more motive and control during the fight to give it a little more meaning and purpose.Some of the jokes were a little cringe-worthy and was a bit forced. One example is when Goku asked for a definition of a word right before a fight. I didn't like the break of tension that it did for me and wanted to hold on to the tension that was built up.","
            10/10
            "
"JUICEZ-49ers","28 July 2020","Love the fact it shkws alot of back story, and Broly what a character this guy needs to join forces with Goku and Vegeta they'd be unstopable.","
            10/10
            "
"m-maru","15 January 2019","A movie that left me speechless, the best Dragon Ball movie, I went back to my childhood while I watched it. I looked forward to seeing her and with many expectations, that they met and exceeded. A very good plot, with exciting easter eggs for the fans, and about 40 final minutes of a battle simply epic, incredible and visually unique; and humorous scenes ful fill and are very funny. I really liked the animation, it looked beautiful, the soundtrack very good. Broly as a villain meets and his reason as a villain is very good. This is a movie that deserves to be seen in the cinema, it is unique and very exciting. Excellent movie.","
            8/10
            "
"kedireturns","9 August 2021","NOSTALGIA OVERLOADDDDDI absolutely loved this movie!!! If you're a fan of DBZ as a kid and relapsed as an adult, and when you see this movie as an adult mann! It's like taking the highlights of DBZ and packing it in a movie! 🔥😍💯The animation is SO AWESOME! Fights, Effects, Visual style! This is the best I've ever seen Dragon ball look! The movie was popppingg on my OLED. Just extraordinary 🔥😁Dragon Ball fans GO FOR IT!! ✅🎇😄🎆Story: A+
Presentation: S
Execution: S
Score: S.","
            9/10
            "
"mattlewisnati","29 January 2020","The character animation style is amazing! The fights are intense! This movie will keep you captivated for exactly what it was made for, pure DB action and it excels at that.My only complaint is the character power levels.SS Vegeta should have been contested at Broly base. SS2 Vegeta contested at SS Broly. SSG Vegeta being dominant. SSB Vegeta being completely overpowering.SS Goku should have been contested at Broly base. SS2 Goku contested at SS Broly. SS3 Goku being dominant. SSG Goku being completely overpowering.Frieza base should have been contested and dominant with Broly base and SS Broly. Golden Frieza being completely overpowering.To downplay the battle history, experience and power gains of Vegeta, Goku and Frieza is just disrespectful to the whole franchise. And to compare him to the power of Beerus was also disrespectful. Using SSG and SSB for the sake of fan service was out of line. Even we know better.","
            10/10
            "
"ebrailey22","19 January 2019","Been a fan of dbz since i was atleast 10 or 11. This is the best movie of the series. Awesome cinematic look and re imagining of Frieza destroying planet Vegeta and Brolys upbringing. You see more of saiyan culture, and an inside look of how Friezas race took over theirs. Can't wait to watch it again. Only slight downfall or reason I'm not giving 10 was because of the music","
            7/10
            "
"varunshenoy","10 February 2019","This has gotta be the best dragon Ball, heck- anime movie ever produced. Unlike the other non-canon broly movies, this is written by toriyama, who gives the story depth. Watch it","
            10/10
            "
"rueryuzakil","1 February 2019","As far as the Dragon Ball movie criteria goes, Dragon Ball Super Broly fits it pretty well. The fight scenes are fast-paced, climactic and very impressive, and we are shown certain things we've never witnessed before in this franchise. There are plenty of comic relief moments strewn throughout the film, far more than I personally expected, which ended up being a double-edged sword for me.It's difficult to give a spoiler free review, so the oncoming things may(?) be spoilers? So proceed at your own risk.Some of the comedy seemed very out of place to me. Some of them were intimately intertwined with the premise(like Frieza's wish) and just seemed unnecessary to me because it removed the long-term tension(the tension outside of fights). There were some cases of out-of-character moments, at least to me. Another one, and I'm probably nitpicking here, is an aspect of the animation, the character's micro expressions. The new style is amazing and very fluid, but the characters seem to gesticulate too much in a typical anime manner which just makes them look comical and unrealistic. It's like the animators are doing their best to showboat.Characters who were heavily promoted barely show up at all. This includes the likes of Beerus, Goten, Trunks, Paragus and Whis. You shouldn't expect any action from Beerus, who remains grossly underappreciated, and Gotenks, who doesn't show up at all.Now, the story. It is far inferior to its two predecessors. Plot holes, premature character development and power inconsistencies are all there. Some might even be considered copouts. Fight scenes are the driving strengths of this movie.However, Broly, himself, is a very good character. Believe me, I absolutely despised the original Broly and was sick of his notoriety in the fan base, but this new, canon rendition is a much, much better change of pace. Even if you haven't seen the old movies, I have a feeling you're likely to take a liking to him.Finally, this movie tries hard to emulate the ones bearing the old renditions of the new characters. Fusion Reborn, Broly: The Legendary Super Saiyan and Bardock, the Father of Goku. While it succeeds in a few scenes, the rest are just painful. Especially if you haven't seen the three above mentioned, these moments will just seem pointless to you. As for voice acting, the staple DB cast does a great job as always, while Vic Mignogna makes a triumphant return as Broly, breathing new life into the character.Now, that's my review. Had I not watched all five trailers, the three classics or expected a stronger story, I might have given this movie a slightly higher ranking. However, it would not have made my Top 10 Dragon Ball movies list.","
            10/10
            "
